m,n
21,23
56,169
141,64
115,119
47,150
71,166
48,91
10,106
187,41
93,29
87,189
171,129
60,101
12,46
138,14
60,73
85,164
174,67
107,102
15,82
51,114
156,94
164,133
134,117
70,196
144,181
199,45
36,93
117,68
30,89
98,175
90,115
33,85
54,18
110,119
24,167
173,90
11,11
22,101
42,109
87,82
154,199
40,84
188,185
130,113
175,27
140,140
131,65
200,141
178,26
169,73
107,101
28,185
128,130
25,186
118,144
166,44
150,35
89,32
26,56
160,120
107,168
165,124
35,19
86,98
111,137
182,162
151,193
180,71
162,188
157,159
101,106
124,82
136,127
173,183
52,122
143,30
103,34
63,127
19,85
124,121
91,101
37,37
143,129
167,38
125,186
120,66
79,169
122,13
140,10
54,122
115,123
91,100
39,200
62,147
13,182
82,52
195,89
156,72
178,148
51,14
44,74
110,157
88,162
48,186
89,190
13,173
99,61
79,121
46,158
70,135
84,76
52,165
139,83
50,38
18,62
125,135
19,160
85,171
199,13
102,78
109,11
81,171
176,167
162,143
60,117
90,91
86,160
117,170
87,79
64,152
112,151
16,165
53,171
154,62
112,142
173,196
173,75
192,21
21,150
157,127
135,183
17,10
33,55
65,86
31,198
81,114
159,190
89,99
123,98
178,43
70,63
124,39
65,113
189,189
78,82
190,175
137,194
91,89
42,124
78,162
114,133
122,192
124,67
160,184
19,55
156,115
16,46
168,28
20,19
93,181
114,39
75,82
107,10
128,186
159,36
149,166
160,107
45,190
159,100
57,94
171,52
13,41
124,45
60,113
30,28
139,77
22,87
129,34
12,45
184,20
195,66
113,200
190,179
107,100
108,69
125,38
87,191
119,128
153,157
55,40
92,188
13,37
133,57
27,189
102,28
78,18
183,34
75,82
108,85
161,179
101,126
78,88
90,34
160,37
17,26
185,120
11,103
175,171
79,57
184,17
45,169
186,121
124,35
13,142
92,145
86,86
52,50
152,79
92,99
97,124
135,82
166,186
57,153
186,65
151,200
48,43
175,193
194,169
120,77
158,131
37,165
101,63
46,68
175,175
42,32
85,190
66,24
71,61
28,128
15,125
196,172
146,128
114,167
141,68
23,94
52,72
165,186
74,146
131,119
43,75
19,151
59,166
115,183
132,31
171,74
104,99
172,191
149,30
51,99
157,22
141,19
197,92
92,33
12,129
139,59
109,170
115,94
112,190
169,131
150,169
150,15
17,123
181,191
196,173
175,86
156,155
89,129
184,167
65,124
27,134
11,98
17,110
20,114
193,199
126,35
114,74
187,92
117,77
122,127
35,151
99,48
123,75
10,75
44,25
120,175
106,126
86,34
181,136
64,114
41,64
67,55
83,34
75,83
151,34
138,55
146,197
176,122
28,127
75,38
115,109
66,92
21,148
103,25
93,194
62,93
173,162
30,104
135,92
105,76
18,146
112,117
48,50
175,197
151,191
21,16
91,61
95,55
73,164
117,120
147,144
184,45
181,27
171,190
174,124
144,151
164,33
74,194
165,56
192,63
157,199
127,18
87,36
59,53
197,196
147,147
86,19
23,156
177,67
104,23
21,169
165,106
31,66
190,138
144,87
112,85
124,78
170,52
131,64
89,54
131,172
23,33
103,44
30,175
171,63
19,57
125,111
117,101
81,118
32,183
17,133
197,117
170,44
133,99
10,164
85,198
77,115
91,74
179,45
94,147
89,101
111,51
16,141
40,85
48,57
91,131
151,174
195,98
148,196
91,181
81,162
135,66
146,184
164,157
172,156
199,115
19,188
189,150
19,29
139,175
170,79
141,18
120,81
146,49
37,196
87,74
120,149
59,124
108,45
197,151
28,88
59,147
56,155
122,185
173,47
82,116
150,137
179,65
130,91
151,89
148,156
47,61
52,88
59,156
169,40
169,96
119,103
156,196
178,154
97,35
33,147
43,172
46,52
76,72
179,36
190,172
56,24
123,200
169,113
122,165
93,145
150,71
78,40
102,96
82,149
37,171
28,90
194,107
179,82
95,65
166,113
65,157
164,145
78,94
83,43
102,57
57,93
191,31
113,44
145,96
190,183
34,80
144,21
192,11
13,28
193,85
171,75
155,143
147,185
93,158
90,29
94,128
180,42
186,118
149,179
140,149
193,115
69,77
175,104
149,140
170,92
95,79
54,182
33,108
32,110
154,154
106,48
68,122
73,188
14,128
65,144
109,21
42,130
151,111
39,10
126,86
180,90
76,195
72,79
41,91
79,14
74,94
29,113
36,178
92,61
180,171
172,19
104,192
199,176
30,61
102,53
130,72
29,156
141,129
94,45
31,54
84,79
133,176
191,154
193,84
169,14
123,59
191,178
121,15
62,143
64,196
200,111
129,13
174,35
192,198
176,66
56,87
112,83
14,145
174,138
10,78
61,72
146,152
20,123
97,80
182,15
79,85
84,119
84,169
49,70
69,143
16,151
145,157
108,114
107,42
14,26
35,66
173,99
68,162
99,99
194,100
30,195
136,43
188,139
186,136
122,149
165,134
136,190
186,33
56,165
181,125
47,17
167,193
120,118
100,177
135,65
103,160
195,196
200,92
184,163
16,32
80,83
83,139
146,120
71,66
154,187
183,126
24,98
194,86
116,178
76,122
75,129
90,198
64,153
166,76
158,32
73,125
146,148
101,160
170,182
136,83
157,100
90,112
161,69
35,113
116,150
155,134
119,63
57,71
35,82
70,117
86,162
61,66
156,33
21,49
49,126
94,84
69,97
36,150
28,76
133,119
51,71
92,22
19,92
69,48
111,64
146,42
26,156
187,123
31,92
127,131
69,69
175,188
12,152
121,163
114,136
50,81
97,107
16,125
95,147
147,186
116,120
37,125
29,81
124,28
198,119
193,82
105,31
45,75
13,144
193,99
108,36
175,118
171,155
166,132
99,51
109,199
33,67
181,105
185,147
74,134
101,97
71,83
194,129
191,174
142,67
146,24
30,90
186,76
83,76
93,166
118,179
68,99
138,140
51,71
150,86
129,196
108,121
111,121
93,81
158,151
179,106
168,88
156,121
94,31
178,25
174,13
171,170
145,82
10,111
190,47
94,13
34,73
68,31
158,45
79,149
125,60
71,174
98,170
157,106
131,183
167,127
54,37
42,154
94,182
198,13
16,181
36,198
174,54
192,90
54,66
125,33
77,123
11,198
90,37
142,192
188,20
98,58
159,32
171,79
59,84
83,84
55,53
144,51
23,51
105,193
21,76
41,171
107,169
193,111
29,91
177,63
101,114
137,148
141,72
59,147
121,46
28,107
88,196
161,191
154,184
58,173
166,79
15,173
180,51
80,32
188,124
101,149
86,104
181,52
181,92
40,53
197,147
94,162
138,110
128,94
87,195
186,123
80,99
108,73
200,82
114,188
140,101
33,114
112,29
200,16
115,91
197,39
44,94
21,90
12,104
50,13
152,87
113,117
166,157
31,47
195,157
140,71
76,92
194,66
119,64
179,151
72,188
169,61
105,174
129,41
124,154
194,108
10,38
55,101
104,43
158,200
31,167
194,53
131,125
83,82
71,85
99,58
95,77
77,67
109,130
44,192
129,30
173,124
166,30
46,139
53,94
164,106
109,94
55,189
46,67
192,128
124,137
41,19
126,89
96,87
179,178
85,129
194,39
126,80
179,113
56,146
69,102
45,73
138,53
50,133
71,146
140,118
200,56
86,137
166,54
131,198
67,161
174,14
121,168
110,44
36,109
67,45
32,199
186,109
51,113
117,77
187,89
175,148
168,34
158,127
160,110
32,10
12,149
166,98
113,109
42,14
74,79
127,37
93,171
100,175
29,181
80,101
96,169
86,122
98,148
58,137
171,21
168,141
151,155
149,18
156,31
59,131
13,164
77,156
67,28
32,114
32,39
99,67
55,12
82,116
79,30
149,88
20,18
30,142
144,145
128,34
188,18
56,30
100,33
106,195
85,153
108,94
65,108
147,149
65,10
52,27
165,114
75,60
135,76
12,16
34,15
198,116
153,50
52,151
18,196
12,196
27,154
12,159
196,71
173,153
198,153
191,185
160,82
40,200
21,19
156,121
30,114
161,147
13,91
113,36
188,78
165,90
16,101
109,52
164,76
90,48
41,125
34,10
19,161
183,121
37,130
73,141
117,108
71,15
153,98
85,63
75,138
59,196
38,94
32,133
168,104
13,60
98,104
28,60
179,112
21,164
147,148
24,178
27,84
73,84
176,193
149,48
138,113
135,197
188,105
198,171
25,135
57,195
26,74
151,15
83,167
176,106
110,168
63,101
140,144
56,108
62,98
137,193
42,68
27,145
165,16
112,127
16,184
76,184
83,114
171,145
110,120
36,46
99,132
134,73
41,151
79,72
116,39
158,72
105,101
160,175
30,135
188,55
134,175
111,129
74,128
13,165
145,111
33,115
142,47
53,64
50,184
44,57
16,57
133,60
78,158
22,161
99,43
183,45
117,17
38,118
164,16
119,79
101,61
103,71
199,13
122,120
171,52
75,121
176,36
53,49
155,62
77,127
66,85
104,184
48,117
55,125
97,71
60,129
101,12
33,186
167,14
64,20
144,34
44,44
93,92
30,162
197,46
90,62
67,142
135,75
170,187
13,197
31,29
75,121
15,65
149,191
23,18
17,82
149,135
190,78
114,26
175,19
77,80
66,53
177,104
87,78
112,111
13,141
17,28
54,113
94,114
61,123
153,101
133,160
149,43
75,132
21,56
49,32
183,140
111,127
140,122
182,80
49,154
39,128
109,198
68,167
105,119
129,25
70,22
21,53
135,41
87,107
192,26
128,119
29,181
83,168
169,39
13,32
185,85
10,151
84,100
13,17
88,96
148,44
118,164
79,97
91,101
14,97
20,106
179,143
196,52
10,195
112,54
89,123
157,65
87,84
139,186
63,49
154,29
131,36
40,103
103,145
128,194
95,113
65,22
130,174
22,38
197,16
110,103
65,113
48,100
60,94
130,125
82,32
154,134
87,16
63,138
60,127
21,178
75,146
198,56
118,130
35,163
33,135
184,121
35,131
153,139
105,18
192,91
85,43
75,139
175,17
187,80
36,21
122,174
163,112
62,151
158,70
89,145
56,72
191,144
61,130
111,94
141,124
82,113
170,24
188,142
26,165
157,30
81,101
47,135
47,139
77,32
30,174
26,18
79,18
91,145
65,188
164,78
89,189
92,13
95,127
45,42
66,44
170,189
137,129
157,23
145,158
41,22
130,83
64,18
130,199
22,18
187,192
150,150
174,32
68,82
64,182
182,27
16,84
108,160
53,179
174,51
65,115
63,82
53,115
67,75
107,86
51,48
128,31
82,126
200,44
52,128
25,11
95,36
99,188
157,94
17,198
48,28
179,57
46,36
178,159
91,59
57,143
187,138
37,84
15,169
19,101
114,49
112,187
79,157
134,178
150,96
128,186
55,112
51,116
111,93
129,37
36,13
81,173
109,100
137,165
185,35
112,21
135,72
64,38
164,68
77,133
22,74
155,70
84,14
79,80
20,70
82,44
137,159
155,154
188,200
62,17
160,165
108,18
81,10
159,76
109,191
93,154
156,168
79,152
198,33
71,18
97,194
182,102
78,189
83,94
91,70
38,142
55,105
70,44
189,152
82,160
35,156
40,90
123,14
62,27
116,41
40,82
175,132
80,13
169,130
70,40
94,38
50,122
180,69
126,79
87,51
163,57
27,25
183,57
87,143
154,70
19,178
126,123
133,187
54,90
40,59
196,93
129,199
78,160
133,191
103,55
90,148
127,155
102,70
122,32
41,14
52,129
120,24
176,12
93,171
102,100
22,77
133,194
93,147
109,63
144,31
144,160
40,155
163,135
28,129
43,85
137,120
64,77
44,16
100,41
48,172
50,143
134,76
182,120
177,21
175,175
156,61
88,84
122,130
20,48
187,192
113,59
148,149
142,12
27,116
144,41
149,72
114,157
149,150
140,155
183,175
42,18
40,160
196,181
158,27
17,192
14,189
104,11
96,130
164,29
184,67
92,38
88,134
65,115
15,60
138,182
52,151
195,128
96,159
171,104
65,71
76,172
20,112
74,89
86,81
11,132
155,47
50,74
186,165
90,156
135,137
132,56
51,187
136,33
178,198
156,47
74,41
200,68
71,69
68,125
67,163
155,16
168,41
126,80
117,170
11,11
79,80
53,64
77,43
98,123
172,185
176,88
118,174
22,74
13,36
142,138
42,159
151,104
193,115
30,81
22,87
58,124
86,189
172,25
22,162
52,125
182,12
90,121
85,113
121,17
181,51
160,47
49,37
121,100
68,24
75,21
68,103
110,32
188,126
132,90
12,165
109,155
171,163
154,104
74,46
104,180
21,119
32,80
141,16
102,192
105,26
178,67
151,185
59,190
73,88
175,190
132,128
172,140
191,11
92,173
121,132
159,137
64,186
20,138
157,149
108,146
178,50
67,109
97,67
38,199
85,56
171,85
123,32
21,175
131,23
34,144
110,46
65,25
42,113
191,90
110,164
99,124
121,162
80,66
34,192
32,69
186,158
12,127
50,144
110,105
48,92
157,91
28,182
114,161
96,180
63,76
194,99
105,41
181,190
80,98
54,94
181,97
22,163
79,33
131,20
174,86
180,35
26,62
101,129
71,122
71,198
135,131
107,165
34,176
89,120
195,192
129,190
60,170
102,88
15,111
78,194
173,72
192,56
94,193
77,191
137,163
77,157
116,46
78,132
200,83
154,191
176,77
69,160
109,15
40,47
112,115
32,37
50,198
178,76
138,170
200,71
26,104
34,40
81,173
197,114
25,69
175,194
13,113
143,115
181,104
90,146
18,68
91,43
22,150
110,26
171,58
76,25
26,70
154,47
158,110
182,192
124,132
77,23
87,186
186,79
95,194
115,124
54,128
158,177
197,27
57,139
136,34
186,13
30,105
88,168
152,40
91,153
198,182
88,195
131,26
73,97
113,199
168,164
76,16
75,131
20,169
138,48
152,57
137,59
179,135
198,32
199,24
133,137
122,24
186,102
105,16
85,63
162,23
63,136
103,94
166,186
58,131
120,168
150,149
199,18
77,143
145,124
125,65
45,156
44,47
161,135
158,165
80,96
11,147
167,185
171,36
26,43
55,164
71,166
62,69
132,21
181,192
180,146
135,24
13,30
42,114
104,190
197,36
28,196
115,79
141,63
170,138
28,194
71,166
112,132
193,24
47,146
71,162
64,188
42,148
33,116
14,115
91,40
136,144
147,56
129,96
124,117
65,136
121,181
185,97
129,178
183,15
74,64
190,51
137,51
49,151
44,166
96,12
165,130
38,54
184,44
63,167
29,151
63,165
76,14
152,98
16,62
84,28
116,125
46,198
116,134
158,48
31,62
97,12
56,31
121,200
62,181
132,60
70,190
176,38
32,14
96,40
164,15
133,59
120,186
93,118
62,154
171,24
184,183
109,28
188,104
98,148
141,147
30,188
196,139
184,92
176,190
11,127
122,197
126,77
127,61
54,38
165,156
20,85
156,190
104,117
181,95
133,147
28,187
189,97
143,44
40,155
138,87
176,141
37,135
86,98
50,106
54,195
113,168
122,143
180,107
87,154
183,11
54,65
98,56
158,152
184,92
31,13
88,190
163,15
177,70
188,165
22,102
61,160
188,66
21,24
65,140
23,61
184,196
132,68
13,181
26,122
90,28
15,158
121,55
115,42
199,196
83,146
44,179
200,55
147,35
139,148
189,135
172,179
139,115
142,154
104,123
129,127
112,126
70,85
101,114
87,97
160,95
26,35
163,58
29,59
160,90
110,42
116,47
156,50
169,98
51,185
85,173
188,61
48,94
200,107
25,149
59,156
30,152
171,50
37,146
144,171
21,99
193,92
108,156
185,189
111,20
143,145
23,47
74,39
141,138
107,13
93,168
96,128
71,97
19,69
186,177
179,105
178,177
83,127
181,50
42,102
13,42
114,45
53,48
169,11
195,159
82,131
142,59
198,41
28,143
134,42
180,128
67,161
144,192
73,154
45,65
193,102
160,137
170,161
159,177
106,70
32,103
122,131
88,120
141,97
131,97
72,18
198,170
68,74
119,151
123,44
142,172
30,18
120,198
139,77
89,166
14,161
93,154
174,49
156,50
16,154
41,23
56,75
91,50
82,127
27,173
104,130
113,173
106,147
35,17
178,21
27,34
98,53
84,96
84,129
26,50
146,103
42,88
145,122
42,99
199,174
127,124
117,56
40,99
115,114
181,107
179,168
49,41
94,163
183,126
34,113
63,74
199,188
199,94
104,105
162,109
136,130
80,179
197,155
40,42
69,53
126,98
70,100
25,197
169,161
130,155
196,108
60,160
127,158
95,164
22,53
10,176
94,79
95,138
129,51
159,102
30,47
92,46
99,94
11,68
22,126
99,51
104,41
120,65
165,95
118,20
52,85
103,142
100,128
166,125
160,180
79,140
78,88
49,186
177,64
105,59
159,100
55,12
113,63
44,126
43,161
200,17
52,73
21,53
188,114
148,23
176,199
194,89
71,85
169,57
35,92
52,12
96,164
190,46
65,164
24,61
48,60
79,136
53,172
26,141
29,38
169,60
77,138
181,36
149,197
124,131
80,115
167,34
48,95
101,157
80,72
25,21
97,85
82,190
191,21
90,153
68,116
167,179
58,125
106,165
88,23
174,55
104,92
127,71
64,31
71,67
194,71
87,16
172,172
179,150
55,23
60,39
35,56
90,46
134,134
74,171
114,88
186,42
153,55
46,156
131,15
158,117
148,43
187,128
54,58
114,182
130,174
139,132
27,80
96,71
117,85
143,168
38,148
140,122
25,145
62,56
48,175
80,189
124,20
100,129
56,27
173,183
62,51
53,56
110,105
129,167
96,60
127,175
125,91
177,70
78,181
108,97
165,145
134,11
14,85
143,125
113,62
62,111
91,151
119,29
107,199
185,176
47,192
110,161
184,49
95,159
120,198
150,86
34,83
150,158
199,61
144,124
200,68
142,35
67,150
161,60
99,185
11,123
13,31
26,84
165,13
135,38
60,177
197,40
173,195
80,186
99,21
121,54
104,176
121,173
106,133
57,59
121,71
149,51
115,124
62,64
119,37
181,38
129,149
43,168
102,135
64,158
75,19
66,166
142,30
166,75
194,132
82,66
140,40
14,57
189,143
170,56
87,129
160,36
111,70
149,21
182,46
194,40
94,32
143,56
144,162
36,156
143,170
163,194
58,151
177,143
32,122
65,41
56,23
109,154
34,146
165,53
63,125
81,17
32,190
135,176
29,15
94,155
48,14
156,153
65,96
148,55
112,145
160,194
48,107
120,149
155,144
58,118
30,103
38,100
72,116
139,85
92,52
194,35
184,20
117,63
183,40
145,149
26,151
121,175
153,80
75,109
164,104
182,142
74,105
25,24
35,74
44,32
139,167
137,14
148,138
118,87
91,23
55,129
37,153
28,80
30,111
101,111
44,76
106,167
164,92
38,40
39,90
114,114
74,154
13,156
32,188
123,33
47,138
118,47
167,111
157,136
106,27
36,71
149,128
188,52
115,163
151,22
72,22
140,56
33,57
80,96
59,183
20,157
132,143
155,84
144,189
99,65
99,128
29,143
127,89
137,154
120,169
137,111
21,108
22,131
109,168
191,20
45,137
191,197
85,85
80,132
27,100
174,191
101,167
40,71
30,143
17,129
54,87
33,145
117,199
179,17
198,14
199,120
109,114
83,127
64,40
88,118
88,101
114,151
130,22
17,119
101,133
177,56
200,20
194,152
34,195
16,144
170,49
131,16
20,74
92,140
109,109
79,128
123,126
76,150
18,115
190,167
82,165
70,103
31,63
197,191
48,66
53,106
181,91
132,55
143,24
190,138
58,49
144,28
86,106
31,25
116,90
108,142
57,179
86,178
155,153
68,141
71,100
119,69
125,76
152,156
139,92
55,134
137,200
70,24
163,126
200,122
28,162
134,139
134,94
89,18
175,117
57,150
148,70
181,27
61,27
186,82
126,122
172,181
16,192
134,17
104,168
72,125
69,123
33,85
155,47
56,190
46,64
173,168
169,34
55,35
50,187
75,39
58,154
163,39
58,85
17,113
114,163
44,160
19,127
125,177
191,112
46,84
123,149
122,176
131,111
21,78
145,95
28,193
47,58
18,84
79,120
139,61
87,105
103,143
149,54
113,146
99,31
107,36
123,41
125,160
181,184
158,130
100,130
166,69
180,73
74,12
74,128
30,98
166,193
111,160
125,144
56,148
115,82
116,16
146,95
161,152
147,57
163,90
64,43
10,42
126,71
138,53
189,95
129,145
55,132
46,66
54,184
44,10
168,41
120,126
39,88
170,119
194,42
190,103
139,162
116,75
170,39
58,143
35,60
18,16
49,151
113,148
60,51
59,154
88,189
187,68
32,181
114,166
57,187
151,131
172,58
180,106
68,196
147,158
63,180
176,144
55,168
128,178
29,190
143,184
65,110
116,40
57,54
163,164
15,199
27,21
14,31
71,89
139,31
47,85
81,48
120,62
139,62
68,96
110,93
186,41
164,124
114,84
154,148
196,188
10,41
128,120
130,168
56,128
195,49
73,72
70,37
87,200
190,200
116,13
115,87
190,120
62,104
127,105
131,64
123,171
199,95
67,200
40,157
139,53
161,44
107,71
74,51
93,173
30,180
158,171
171,152
43,96
82,71
163,184
120,166
185,41
44,27
119,157
181,52
179,28
68,136
58,198
11,157
185,111
97,13
100,140
177,110
94,90
74,105
70,46
163,97
177,144
149,56
75,160
120,195
121,121
162,38
193,142
47,106
109,175
121,175
63,52
10,81
42,167
107,44
27,50
13,130
50,178
148,23
10,16
91,54
162,101
157,112
178,190
16,82
79,53
44,69
18,158
48,40
25,142
67,153
132,34
99,130
55,175
31,179
170,66
52,24
53,49
33,52
49,45
84,30
45,184
186,125
43,108
197,75
177,135
106,151
12,127
145,90
172,22
66,110
186,26
137,184
166,35
25,160
53,20
120,23
43,137
79,13
159,44
42,148
77,145
103,98
11,42
95,140
54,68
42,15
72,139
32,20
188,18
53,130
150,91
158,136
74,126
51,191
11,75
147,114
138,118
136,62
123,77
73,74
100,165
96,41
79,175
165,61
12,27
190,22
196,29
112,62
192,193
178,133
145,196
44,194
200,72
22,138
54,175
15,184
98,118
197,123
169,117
128,158
47,131
133,149
58,174
59,126
30,139
175,128
158,168
127,99
167,64
26,118
132,162
91,124
162,10
71,191
103,91
158,59
173,51
15,147
143,155
84,160
29,138
96,136
63,149
172,116
47,163
89,125
87,49
63,135
101,146
169,90
84,120
25,38
165,40
67,186
31,70
123,114
53,170
123,188
87,92
136,155
65,46
95,45
61,197
33,153
189,190
172,46
68,94
