m,n
108,92
52,150
24,157
154,78
12,38
87,97
141,90
122,121
18,29
140,38
70,151
64,96
84,53
171,48
171,198
53,189
73,59
79,149
176,189
71,20
76,48
191,198
125,73
169,133
70,56
108,192
53,76
171,35
110,192
10,89
26,100
86,21
150,91
108,157
191,79
176,33
87,40
96,25
147,95
175,163
179,48
113,63
125,28
40,89
189,124
109,188
107,169
129,84
94,192
36,188
105,165
134,30
143,110
72,70
111,50
43,166
136,159
52,111
136,18
47,94
118,86
125,123
