m,n
67,189
59,51
12,10
54,181
89,48
145,51
155,146
131,128
20,117
159,146
118,12
112,14
176,193
117,50
132,173
68,117
115,73
162,145
200,129
29,56
62,162
137,53
115,137
164,103
117,156
29,89
60,106
134,34
112,173
169,177
16,194
13,199
144,153
87,19
129,144
110,56
161,38
30,193
200,97
29,105
118,136
93,102
154,34
115,39
130,105
20,130
148,155
158,184
29,130
86,35
38,47
192,182
106,27
51,177
111,197
11,99
50,102
65,180
176,178
42,16
45,66
180,107
148,141
75,132
26,113
162,175
84,142
84,70
61,13
68,46
130,89
56,125
198,119
89,127
73,141
64,78
40,199
179,56
130,198
32,115
96,113
143,127
51,103
152,132
93,28
19,132
154,51
136,47
46,123
133,98
68,139
151,21
156,56
38,107
160,94
58,195
200,58
152,14
187,53
18,185
11,67
42,124
146,102
153,150
24,80
132,162
66,102
91,117
59,24
89,84
162,177
188,97
65,44
80,34
93,80
195,127
41,122
18,80
124,194
112,156
191,40
158,75
21,109
137,132
125,57
165,32
112,131
149,127
181,56
28,79
117,37
190,161
76,162
118,150
47,87
143,117
172,62
181,62
192,60
191,70
167,91
17,105
152,96
198,170
173,79
34,100
146,26
95,163
49,83
60,107
102,81
56,177
89,78
138,42
57,54
159,52
104,159
117,174
58,175
28,34
196,92
65,71
130,128
94,62
180,14
15,135
42,142
116,69
40,76
114,86
68,123
163,21
65,106
91,101
45,167
191,138
180,100
180,176
83,137
46,150
199,25
182,150
39,11
84,93
124,148
149,188
59,199
115,80
75,88
132,143
169,144
27,196
151,87
85,69
138,200
111,130
155,199
55,104
53,58
143,86
32,75
18,168
71,167
168,106
148,57
84,57
30,39
200,131
125,136
111,90
175,197
179,196
47,131
178,64
92,198
169,151
23,29
13,98
196,12
143,89
66,149
136,98
181,95
126,93
198,161
34,32
107,134
98,34
178,63
195,113
102,141
105,38
100,177
57,30
30,73
20,37
141,131
127,49
94,124
103,22
100,185
69,21
181,153
189,109
80,156
75,10
113,28
22,182
31,160
190,150
161,60
186,31
147,99
107,48
42,147
15,153
151,150
118,199
23,70
59,59
46,73
27,167
167,185
88,55
169,189
30,147
35,167
179,114
78,196
20,184
169,165
151,168
93,107
162,75
92,135
149,28
60,33
197,16
168,104
121,146
20,135
188,189
151,39
139,199
177,143
189,39
77,96
19,16
111,126
59,175
198,195
112,84
158,179
146,113
120,71
30,134
37,125
58,131
130,86
71,82
117,73
47,129
122,191
13,130
146,194
17,143
96,65
135,37
85,26
147,13
40,87
102,150
47,28
103,29
87,48
29,85
27,29
56,129
158,151
50,43
193,75
190,131
175,55
76,158
40,66
104,140
134,110
180,127
107,65
103,27
165,159
102,63
140,146
54,137
68,99
129,26
113,163
122,129
85,91
71,189
12,22
194,178
170,29
95,146
74,42
46,105
116,176
36,56
197,139
173,105
72,84
63,186
101,15
25,35
191,47
78,90
174,191
112,149
50,67
136,21
81,52
87,34
171,120
109,25
154,15
145,159
89,108
81,22
136,19
83,49
172,100
99,21
92,20
152,86
28,110
189,111
164,162
99,74
74,66
108,165
183,17
168,38
139,108
49,13
44,140
87,160
137,105
114,37
88,126
165,44
52,78
49,195
103,88
55,116
122,127
36,47
199,28
104,104
135,83
36,170
48,86
30,91
137,55
52,135
69,19
161,78
89,97
66,32
100,139
115,116
47,56
188,175
74,143
112,19
78,44
149,48
54,83
180,109
197,91
97,80
24,56
149,51
136,174
167,101
187,141
76,160
99,182
99,33
126,15
47,122
190,53
81,120
176,77
97,173
185,200
182,160
132,36
151,43
173,160
112,123
116,147
95,93
160,91
118,161
83,122
101,131
16,20
131,114
20,64
97,93
82,99
78,109
67,123
97,103
67,107
144,17
30,142
69,142
171,68
144,181
21,68
62,73
76,132
163,80
163,79
68,145
83,200
78,71
84,151
116,41
167,123
195,142
155,62
167,131
14,192
15,180
16,190
66,166
154,129
19,175
37,177
102,37
71,143
166,16
89,123
187,59
86,116
180,173
108,130
15,67
151,54
66,91
157,38
25,31
180,121
48,174
14,68
176,67
52,163
101,194
184,10
28,188
26,167
82,162
15,64
118,79
49,196
57,24
135,84
52,66
168,143
150,84
104,88
77,36
158,104
168,133
153,166
175,109
15,108
32,143
43,180
60,61
112,175
97,32
129,84
180,36
89,38
132,131
57,20
135,150
186,58
101,22
145,110
122,165
182,117
39,144
141,127
146,39
96,154
179,90
41,11
69,17
108,116
153,22
121,111
104,131
41,18
72,169
114,185
191,196
128,172
71,63
161,14
34,94
42,173
88,175
200,38
109,126
37,80
144,112
190,58
94,99
147,130
15,42
21,191
92,172
42,169
128,28
12,120
85,166
58,13
167,70
136,73
38,97
163,49
161,27
144,136
181,41
132,136
130,199
191,85
134,53
14,21
60,147
103,21
104,79
187,17
90,198
173,188
175,172
184,173
35,13
76,16
190,60
87,15
46,15
197,111
163,178
140,148
23,129
38,163
94,63
137,33
71,115
129,45
99,30
173,37
91,184
44,195
57,126
107,174
124,145
22,187
169,138
138,145
82,62
45,72
103,200
47,158
20,90
47,11
65,183
156,111
104,145
88,53
94,88
154,182
95,166
128,98
97,147
84,59
79,116
91,28
55,17
142,199
45,183
192,27
160,65
39,42
126,24
199,109
99,177
33,159
56,142
160,25
29,53
183,81
166,101
70,17
137,86
15,107
75,156
34,90
31,62
26,53
141,67
94,91
56,120
165,182
185,196
74,39
133,90
113,106
60,141
19,58
73,20
163,12
188,38
171,118
159,52
53,147
165,21
63,70
153,78
78,68
11,139
20,147
129,103
58,182
108,173
87,30
51,170
167,192
139,144
140,19
137,24
71,13
148,135
35,12
194,62
100,39
55,109
115,27
162,199
124,96
114,180
77,96
31,139
38,64
60,122
194,102
62,38
167,180
197,188
159,160
38,45
139,18
164,165
186,81
97,21
38,112
156,177
153,29
112,30
191,84
131,31
77,163
150,89
41,33
170,176
36,61
165,66
55,81
198,172
32,72
146,91
111,70
160,70
18,97
31,133
166,125
52,173
180,162
193,117
151,106
55,48
70,69
34,140
63,123
108,18
73,110
83,27
55,37
71,127
22,133
186,187
142,174
21,122
177,115
161,153
185,148
31,129
28,116
46,164
107,161
38,16
102,103
195,147
66,160
165,119
156,42
181,28
195,76
197,141
195,48
111,90
177,60
163,72
111,147
174,126
44,84
142,151
145,46
153,181
167,159
194,138
120,148
31,101
16,48
96,120
40,185
46,13
152,115
77,194
75,36
22,76
124,23
37,137
139,41
110,36
169,81
54,13
56,95
173,192
123,65
147,128
86,160
100,52
200,198
106,182
117,147
96,90
101,182
112,46
190,44
143,24
146,106
174,71
68,114
91,76
152,92
66,22
73,153
140,75
102,73
76,83
48,191
156,93
26,112
35,94
147,39
21,20
143,116
54,163
105,121
88,68
168,150
57,137
199,97
46,105
72,14
48,184
29,121
58,163
88,181
191,194
11,83
172,120
164,191
128,27
100,39
138,88
83,114
69,83
173,50
97,71
74,126
106,50
63,82
177,82
154,67
32,50
73,67
51,69
31,170
59,180
192,10
119,24
99,106
19,182
51,170
131,19
95,125
165,123
142,136
142,131
184,86
42,22
145,42
59,146
138,65
169,38
112,56
129,97
104,150
166,200
165,139
75,200
11,66
60,100
33,187
180,190
143,43
161,96
72,161
67,52
123,173
163,164
180,75
73,73
20,180
139,70
197,197
64,54
129,16
193,92
13,152
90,183
93,103
60,189
118,109
134,153
32,117
11,118
24,68
188,191
96,121
99,78
37,61
141,120
176,14
125,43
109,62
108,190
73,90
196,31
33,52
147,72
192,103
144,155
91,55
88,102
82,76
141,100
123,35
96,91
107,79
69,175
81,184
178,144
115,56
118,180
33,69
68,108
183,92
59,34
39,55
168,55
165,124
123,143
123,54
23,148
119,60
15,185
121,154
79,31
63,116
183,76
193,180
196,55
31,43
115,12
22,14
98,126
33,59
146,18
112,153
25,40
57,165
162,156
37,171
69,85
47,188
62,143
53,78
175,75
28,10
11,53
159,60
164,97
91,163
34,127
41,82
40,146
54,61
127,91
167,164
39,112
198,101
100,64
119,186
11,113
78,184
95,129
140,51
58,51
24,107
117,18
143,161
89,193
161,121
50,178
129,23
143,110
112,82
153,90
170,168
83,44
195,104
129,171
188,178
174,46
156,119
147,183
70,105
133,35
143,123
41,23
87,32
28,95
161,68
81,55
52,93
54,180
178,181
103,189
85,58
93,185
97,158
89,80
12,178
38,66
182,52
110,48
172,191
135,152
128,164
191,98
140,100
191,124
133,163
32,118
47,184
175,197
179,56
155,139
142,177
196,53
168,15
105,99
46,36
23,30
154,25
121,128
32,182
185,78
109,109
72,132
175,179
80,179
91,18
97,199
14,43
55,158
51,56
31,163
11,61
13,132
119,38
49,124
48,186
14,81
171,36
36,195
147,84
97,111
61,59
101,179
70,112
168,60
159,100
62,69
58,124
131,39
160,50
178,165
157,85
134,169
159,164
161,51
103,88
188,74
24,135
154,45
41,44
82,40
63,39
63,22
163,16
110,82
24,18
190,121
176,25
84,131
147,122
162,59
115,65
108,107
95,177
153,19
80,93
159,103
42,122
82,168
32,32
196,46
124,182
32,158
110,68
169,65
53,131
129,166
199,87
155,85
46,164
54,15
56,178
79,123
157,187
157,115
74,78
27,26
142,146
144,51
113,148
158,157
162,68
113,14
91,35
147,192
168,168
182,89
45,103
64,138
69,186
104,79
162,47
135,118
118,37
51,43
138,58
70,147
194,87
19,51
190,136
144,154
123,38
182,59
128,89
86,87
107,133
125,42
27,159
62,36
108,37
46,85
19,200
125,148
122,24
187,188
49,74
120,45
39,130
199,146
128,167
141,166
147,153
66,27
63,110
112,54
83,45
60,84
185,188
157,92
37,196
18,155
15,27
142,26
198,134
33,162
52,16
176,181
104,166
117,144
80,165
58,109
101,105
67,150
74,95
111,146
89,58
58,50
161,39
79,124
118,25
168,113
116,138
191,35
10,58
186,119
101,81
197,58
182,45
14,166
119,169
169,120
61,148
64,108
13,24
161,62
88,59
138,192
156,152
104,120
30,83
36,75
110,118
104,43
127,59
193,17
26,78
169,80
16,143
157,120
93,195
155,158
47,93
66,64
172,187
119,189
137,75
174,16
133,30
91,110
163,40
50,182
198,189
169,15
96,70
130,137
36,71
182,111
81,169
63,41
131,95
100,64
171,64
68,22
130,181
194,134
30,102
176,90
72,107
124,19
185,34
11,25
118,63
115,167
167,41
113,177
65,141
21,93
159,22
158,50
113,52
80,101
131,104
30,84
120,43
126,114
92,102
122,100
88,126
125,106
97,33
69,46
49,192
140,178
44,135
153,66
139,28
86,52
15,76
25,63
147,142
200,198
145,123
156,48
100,162
118,161
112,171
92,152
61,35
81,147
96,180
24,69
76,80
175,57
116,164
119,160
166,97
16,143
81,80
142,35
175,105
21,14
35,115
182,89
63,61
36,148
137,59
42,92
83,117
109,106
107,40
108,179
69,51
97,79
76,99
196,53
115,20
123,97
155,180
122,158
160,62
148,125
115,134
120,71
167,27
154,49
166,93
55,87
165,195
90,161
42,72
157,103
102,39
124,94
172,17
134,38
163,125
65,194
102,129
24,38
127,98
36,75
78,69
164,50
130,73
85,58
112,140
31,36
126,163
14,148
96,52
94,124
135,81
172,169
125,82
80,174
119,170
150,172
165,112
119,73
134,163
136,97
123,195
128,23
27,78
94,114
155,49
140,79
141,78
191,103
116,147
136,141
198,135
118,134
128,26
113,84
118,93
120,192
166,102
52,185
79,128
12,172
54,38
16,30
56,199
166,98
77,22
104,123
76,87
14,20
88,30
186,75
168,141
160,191
63,142
151,197
154,103
143,195
156,79
88,112
136,17
159,175
60,12
186,109
82,155
60,64
142,137
100,83
175,150
63,43
113,193
30,167
191,49
31,169
142,75
166,174
178,161
186,165
187,187
62,15
11,99
13,170
138,83
69,15
184,180
147,66
110,93
94,137
187,108
175,52
16,70
34,164
78,12
44,23
19,141
56,79
163,57
86,139
33,185
51,39
89,20
80,137
133,41
184,41
115,119
190,130
24,99
169,196
47,156
97,187
173,120
32,76
186,62
188,64
17,77
139,193
160,109
149,155
140,47
181,126
74,39
92,195
51,124
148,47
22,32
19,165
105,96
175,146
163,150
133,135
87,107
128,179
10,19
180,34
173,80
119,98
128,199
120,90
53,193
146,176
197,161
162,155
132,104
148,194
89,17
138,151
42,92
60,164
128,33
131,129
21,40
39,132
176,41
49,56
16,31
31,109
25,126
124,101
112,118
126,105
39,136
44,186
13,197
18,51
16,112
160,94
28,163
85,53
86,60
11,97
128,51
37,115
87,94
130,36
42,124
29,151
180,132
175,55
44,51
148,117
188,108
110,141
199,124
44,141
131,61
182,48
148,138
32,67
65,193
24,151
102,173
145,108
130,44
121,152
98,113
133,80
62,30
120,83
76,49
190,48
74,61
41,107
54,131
158,55
100,86
83,84
131,94
157,52
122,95
135,47
74,110
187,29
32,152
172,121
124,191
187,176
160,134
162,42
40,175
24,158
52,79
43,161
187,186
157,19
97,73
70,175
68,84
146,39
81,17
144,10
196,66
59,128
17,101
96,44
198,90
70,50
71,96
154,123
147,119
14,180
103,109
101,63
48,176
76,85
87,145
186,26
72,126
48,58
98,145
170,114
101,82
175,153
42,172
160,156
160,122
67,103
75,148
135,199
42,115
176,167
24,164
26,111
121,35
76,129
22,50
174,103
56,52
139,184
132,186
37,199
26,168
35,90
162,106
191,99
107,138
118,188
169,159
184,15
23,86
174,148
94,89
109,103
187,18
78,169
20,27
161,31
112,106
172,150
89,73
11,177
192,196
145,86
146,124
66,99
41,27
193,33
34,200
168,41
72,113
25,58
180,24
94,149
70,194
50,78
160,117
166,132
132,101
140,23
182,22
80,125
113,91
65,35
49,23
116,103
29,60
157,194
148,54
152,128
127,98
108,47
50,70
195,56
95,53
196,61
166,129
103,15
106,134
94,77
167,129
26,162
119,163
12,33
63,36
58,30
196,104
162,95
62,134
68,187
35,54
140,70
144,168
108,39
41,86
175,188
52,52
30,29
75,52
82,29
43,17
58,178
169,87
91,96
82,47
127,115
90,51
175,177
36,24
181,168
66,75
178,141
174,117
169,156
58,31
11,136
11,68
119,199
11,193
24,65
33,176
66,79
105,126
48,123
97,49
132,13
17,173
185,139
130,57
111,152
61,158
191,200
146,199
133,96
19,154
188,141
77,98
183,82
173,109
55,79
69,39
148,115
172,92
78,131
137,55
97,182
105,129
57,35
45,12
168,157
165,183
19,68
81,36
134,27
51,42
90,176
132,33
138,11
24,61
74,154
172,73
107,188
98,88
144,196
119,120
186,173
85,174
152,13
51,128
191,156
84,14
186,154
28,84
14,40
88,92
131,169
26,74
25,135
176,172
12,179
139,54
136,171
43,181
93,155
159,25
63,47
27,197
95,14
89,168
99,42
47,33
88,167
163,180
143,157
155,53
58,29
126,55
148,17
91,125
122,140
71,70
167,19
76,181
37,90
164,106
169,116
119,55
65,24
48,71
186,118
170,177
161,197
47,54
172,45
105,164
29,177
157,81
68,51
98,174
143,74
86,80
123,152
30,47
35,135
188,34
160,61
45,124
127,100
83,148
146,79
14,18
53,162
193,50
69,128
115,90
152,164
28,198
44,51
43,30
191,197
189,99
20,110
175,95
91,63
87,138
186,21
175,49
161,32
149,31
114,121
123,113
99,42
199,177
173,109
101,195
34,169
86,161
88,31
86,158
147,64
51,113
17,172
190,74
47,35
163,89
192,160
150,87
91,20
149,92
98,150
140,150
96,183
128,162
164,67
47,103
123,169
48,53
25,159
156,29
134,187
91,28
131,136
27,104
89,161
36,192
34,74
38,30
172,22
196,72
157,11
60,196
19,171
155,86
37,152
189,193
186,189
19,185
25,128
52,86
57,200
146,60
37,197
65,186
88,191
180,50
115,35
28,169
150,51
129,154
70,123
52,117
27,38
25,114
37,180
81,191
154,181
104,159
162,180
142,17
182,158
85,172
91,129
92,13
128,130
92,87
200,53
82,190
92,186
71,47
199,16
178,17
40,122
150,144
33,158
147,184
150,173
81,128
146,136
161,168
103,83
123,128
94,78
148,144
138,83
46,48
98,84
136,162
29,117
189,127
28,126
27,83
150,15
45,157
193,25
109,196
31,97
117,120
79,187
166,189
85,200
61,37
124,131
118,96
163,92
163,36
146,37
137,131
68,140
127,189
123,181
142,95
85,64
100,157
119,115
170,98
79,121
30,69
83,64
53,37
39,135
173,198
22,131
78,137
111,89
134,93
11,103
46,142
85,89
154,48
10,80
141,193
175,22
14,38
112,114
149,14
50,88
46,46
134,104
124,43
198,145
47,92
126,187
119,138
189,41
111,65
42,92
26,172
185,125
154,55
55,176
15,145
77,39
47,80
44,59
104,144
185,161
62,119
22,41
169,76
148,124
199,185
72,116
47,95
108,19
162,24
193,162
126,47
126,175
12,144
52,90
38,192
71,80
115,56
146,140
189,68
70,78
188,24
180,167
72,70
147,61
23,138
84,49
16,145
102,165
158,176
101,71
131,156
69,174
90,190
72,13
70,127
111,177
198,75
70,30
197,125
42,156
161,56
175,82
129,64
190,131
171,24
73,125
197,59
22,114
95,52
153,40
120,87
90,92
18,37
185,179
195,196
169,197
150,147
171,177
78,137
27,128
13,131
60,31
125,132
71,87
152,188
97,180
78,107
59,125
21,134
60,107
77,161
176,86
16,30
95,100
181,105
135,67
31,105
79,166
120,16
191,140
142,187
156,22
142,133
10,181
187,195
130,193
48,99
150,94
31,68
29,111
133,110
144,177
83,112
98,192
126,166
184,106
75,111
134,27
18,72
114,192
57,50
109,170
123,113
182,102
157,56
119,114
170,103
76,99
99,35
155,111
52,193
151,59
122,165
17,34
65,193
135,117
96,18
52,181
63,160
128,41
155,27
62,86
181,70
112,32
27,135
35,103
189,186
86,162
185,33
47,167
100,43
87,58
66,57
190,188
109,17
113,143
114,43
149,128
170,43
168,126
47,18
99,143
194,28
22,103
95,149
139,63
109,146
126,64
149,57
168,21
20,114
163,156
16,189
197,193
132,73
16,120
49,191
80,100
44,197
122,23
102,182
173,153
160,43
171,54
69,184
107,171
80,100
16,23
43,31
79,61
98,200
124,165
166,30
37,139
100,45
190,61
173,167
128,178
114,180
71,170
101,79
167,120
59,51
142,25
72,133
142,65
173,131
71,189
65,139
160,81
155,173
114,31
12,184
180,54
198,121
109,189
74,117
165,54
166,164
60,138
178,101
36,36
99,120
105,158
194,73
56,177
132,47
70,87
92,138
189,151
48,134
184,84
167,41
81,56
77,77
168,76
123,171
188,24
64,92
151,146
57,149
111,177
62,36
75,87
30,48
177,26
66,173
110,35
26,76
67,169
144,107
116,72
194,138
58,68
125,89
93,104
113,117
121,126
184,20
163,157
83,63
122,69
120,122
37,20
133,19
199,199
185,136
55,187
48,138
162,40
182,12
144,32
94,32
48,111
26,127
170,78
38,18
71,181
140,199
165,176
96,65
41,142
64,37
193,157
120,196
131,29
21,35
41,66
150,80
171,65
181,97
17,113
196,110
52,23
179,200
50,14
100,153
69,87
19,190
89,57
12,185
80,51
49,52
167,48
61,66
134,99
12,47
149,32
50,173
190,72
175,93
200,38
27,117
194,123
179,117
138,18
85,139
103,147
87,139
77,96
131,39
77,81
145,183
163,81
32,115
13,164
165,24
67,176
21,157
134,45
197,41
75,70
187,152
112,79
86,106
147,159
197,113
193,128
61,88
171,53
186,147
40,52
32,17
147,54
87,76
98,104
164,123
176,70
64,147
162,134
108,134
156,131
45,38
25,37
48,182
10,153
195,148
29,22
99,109
143,75
34,31
176,187
162,146
17,132
21,36
66,155
179,75
68,157
17,33
117,136
162,57
40,16
161,155
70,11
196,170
68,126
74,199
189,165
131,146
170,123
130,134
41,81
23,131
111,36
175,146
69,25
63,93
49,188
12,17
155,147
89,171
155,96
15,179
129,140
59,126
177,167
156,192
131,108
183,159
46,135
47,179
110,71
141,36
21,194
52,199
69,10
108,138
86,113
10,104
71,152
67,113
10,166
11,59
57,126
105,115
149,67
71,42
125,116
46,30
62,29
110,167
35,110
61,158
189,19
55,185
185,136
24,142
181,150
27,45
161,81
76,125
74,22
91,27
71,61
147,97
24,65
113,81
91,32
120,90
187,102
152,194
76,92
29,106
23,149
172,99
100,65
60,17
136,91
136,103
90,30
169,171
82,83
95,120
145,94
91,43
97,182
36,52
165,199
141,38
82,124
92,54
130,164
16,45
180,168
110,16
93,36
104,157
69,43
69,104
193,30
90,18
153,89
168,165
130,176
50,151
177,67
195,157
38,169
17,13
34,69
104,181
111,165
58,43
141,44
115,127
115,23
14,94
96,43
145,180
47,88
141,196
52,160
186,112
194,180
116,55
174,194
70,11
90,148
177,100
137,163
44,97
83,100
90,134
89,153
181,117
103,91
115,28
110,115
95,183
192,92
151,91
154,40
20,141
32,188
161,75
70,67
139,196
168,138
132,188
89,52
134,89
34,189
187,142
11,189
13,16
22,181
76,123
166,14
14,60
149,176
35,75
148,138
117,104
159,180
14,77
32,45
186,114
33,180
22,155
109,169
132,189
187,81
137,78
59,113
157,185
180,77
128,162
83,132
40,111
66,68
155,100
51,165
36,35
177,36
58,122
172,67
19,174
166,29
90,111
112,55
83,53
176,190
90,55
30,46
20,170
20,153
62,40
103,26
149,154
138,177
42,101
64,180
191,55
144,185
40,169
140,196
90,125
116,17
83,62
56,147
171,144
19,101
130,98
86,26
165,12
104,109
80,75
22,37
85,68
137,46
118,43
114,176
50,42
109,76
44,195
94,105
147,81
73,181
199,169
148,23
132,26
96,85
85,26
24,28
182,92
190,195
172,145
163,126
13,60
162,106
184,47
182,198
36,28
178,191
166,161
95,23
185,143
84,99
118,177
86,129
141,53
86,56
55,128
83,105
54,110
44,102
198,61
172,149
146,168
47,147
194,198
166,25
102,127
131,54
57,65
185,197
60,197
143,140
96,57
59,167
61,156
148,149
129,87
131,163
94,37
20,197
69,135
193,15
70,72
43,42
195,140
124,127
60,101
106,32
154,87
132,67
162,20
151,156
110,145
74,42
40,61
13,117
121,90
60,54
164,66
115,52
51,192
88,153
26,167
178,102
46,184
192,37
156,179
76,50
62,26
181,119
72,131
179,95
105,62
176,37
127,129
156,76
88,153
197,168
79,181
70,28
87,56
167,124
195,194
183,113
97,68
128,120
75,148
35,43
170,36
18,11
138,149
118,42
46,140
110,62
186,78
99,17
70,184
11,95
154,121
149,26
11,103
168,131
42,116
123,37
123,97
44,108
52,82
11,137
196,26
17,82
181,186
141,69
156,89
110,188
175,94
12,85
111,196
42,118
124,21
99,94
27,64
111,149
196,143
42,167
163,53
196,13
85,132
200,87
123,127
77,198
93,72
183,101
71,86
98,63
157,149
26,142
25,51
120,179
171,106
128,141
110,39
76,117
12,108
188,12
75,174
57,48
24,180
45,30
43,141
107,32
127,17
55,145
108,65
38,112
34,59
27,102
38,11
184,141
130,64
189,198
100,141
170,10
98,51
197,129
161,17
181,146
168,145
106,186
14,97
170,106
193,125
166,19
163,98
147,100
186,169
45,25
189,36
132,100
159,162
148,95
62,120
76,19
67,101
116,64
122,13
136,176
197,134
97,26
136,75
70,181
169,178
132,112
95,160
146,56
138,102
116,133
195,11
89,30
71,10
109,67
122,22
124,98
34,193
160,162
195,105
22,39
84,10
179,102
82,10
159,106
17,53
107,98
163,56
130,176
150,90
41,182
150,167
124,62
112,184
115,12
75,32
159,116
95,24
80,154
133,68
156,184
33,70
168,75
117,117
183,19
165,27
48,155
80,184
113,140
162,122
68,64
172,28
96,180
35,114
80,100
132,139
135,119
88,34
101,132
179,42
21,134
126,15
59,102
157,103
99,152
31,87
28,64
187,177
65,129
133,57
53,179
24,189
184,74
70,130
168,159
169,155
24,54
62,66
152,133
23,62
173,145
163,29
112,84
178,161
106,57
93,145
175,19
97,68
27,13
158,155
34,17
198,88
35,47
79,60
98,19
45,74
50,144
86,171
127,159
191,168
133,148
88,147
63,193
39,64
38,21
175,56
15,167
38,141
78,21
130,58
170,106
114,124
124,185
14,117
105,89
54,198
26,22
162,171
32,16
43,29
181,137
70,31
162,181
115,40
73,13
97,115
146,171
172,25
142,189
67,86
48,51
191,54
144,29
135,123
63,87
198,25
118,187
79,99
112,87
184,70
142,61
54,51
20,75
27,22
67,50
121,68
155,178
183,115
131,112
143,89
32,92
101,161
162,109
96,122
50,108
80,165
25,146
65,168
172,111
84,78
134,47
180,40
192,66
167,69
124,74
97,182
170,50
27,59
192,193
193,78
73,45
18,51
89,161
134,89
188,19
189,71
126,35
131,17
158,167
61,177
198,182
19,13
116,89
199,100
71,194
168,52
74,52
92,130
192,184
13,23
76,170
66,62
108,140
145,195
121,129
153,56
150,45
39,26
125,137
58,62
28,129
68,197
54,78
128,190
87,84
98,18
127,103
103,170
106,182
28,139
12,60
171,146
132,146
108,89
191,23
79,186
38,125
120,114
10,122
55,192
177,188
25,200
129,101
143,150
79,111
168,158
64,197
154,101
166,93
13,142
73,68
191,156
17,47
130,121
91,10
184,33
184,64
118,114
162,184
108,62
29,75
71,90
53,181
44,200
150,175
139,135
159,17
15,181
137,14
191,24
22,71
190,156
159,45
185,189
140,177
15,99
105,10
31,163
134,47
86,85
109,100
129,16
16,95
38,101
67,173
150,185
12,163
131,86
117,14
177,164
180,165
180,151
34,101
189,78
189,162
123,180
153,168
128,91
95,59
16,68
176,142
158,159
72,159
181,139
175,101
89,142
128,81
69,97
40,109
12,184
136,95
43,34
34,17
175,181
133,40
103,81
37,99
29,28
116,191
87,177
181,56
60,12
57,21
72,183
183,126
149,190
150,182
100,170
129,189
134,199
30,53
70,126
67,154
197,167
173,110
104,137
80,193
177,165
59,99
160,182
22,124
86,129
24,84
168,67
143,165
133,14
57,84
68,152
196,62
146,177
24,132
182,61
138,45
187,45
120,169
13,124
111,122
123,34
36,46
185,166
188,166
75,136
99,177
37,171
83,63
124,162
142,99
138,42
96,69
15,178
174,105
110,164
146,58
120,52
184,176
168,18
135,117
56,43
44,96
181,125
161,149
75,119
110,153
186,96
42,164
156,56
44,44
170,148
168,104
22,112
127,75
73,127
41,13
41,128
50,162
71,189
39,151
81,79
91,197
181,159
83,99
172,78
99,181
156,93
132,38
88,66
146,98
131,149
18,86
36,134
197,59
49,181
117,128
42,180
106,139
105,101
69,61
88,80
135,151
30,25
110,140
141,56
105,167
146,193
46,36
104,12
42,111
191,125
160,12
54,168
12,179
105,135
33,177
104,114
157,80
122,32
159,104
66,186
160,199
106,129
137,97
64,37
54,99
76,28
167,184
61,51
121,124
50,55
182,106
114,36
38,69
131,70
86,151
92,53
169,96
70,64
33,69
50,30
42,40
54,74
101,150
154,99
161,177
133,100
75,189
189,62
191,47
131,61
10,53
109,121
93,52
127,69
61,36
172,65
191,14
102,43
54,107
198,141
139,130
19,176
48,140
89,55
178,130
16,21
67,113
134,163
47,79
15,139
171,86
189,78
