m,n
70,151
22,171
89,129
177,168
153,51
161,10
96,34
79,39
61,197
105,74
93,57
68,133
10,69
154,163
125,119
152,150
169,107
184,181
199,83
35,194
163,194
119,156
21,190
159,31
68,173
127,32
68,124
146,121
19,12
154,171
71,150
143,52
98,154
155,82
180,111
83,189
132,150
52,45
175,13
128,85
20,86
95,171
149,64
10,86
91,16
150,195
171,46
169,101
40,15
89,138
135,80
188,141
134,41
72,151
48,21
144,75
12,190
193,135
89,88
61,26
43,162
188,153
183,199
106,75
100,92
91,137
156,32
151,26
10,95
141,155
28,132
87,107
196,75
31,174
20,113
179,70
150,125
143,137
141,170
107,52
188,161
174,137
151,182
15,30
23,24
104,53
40,106
70,169
40,127
43,31
199,84
140,99
82,149
14,112
34,148
85,38
28,67
15,154
57,99
98,26
49,90
117,23
126,98
20,192
134,177
153,138
82,161
116,63
16,117
70,50
75,52
148,192
150,140
180,165
129,27
92,162
89,63
126,57
53,135
151,140
86,70
178,84
36,91
130,82
70,66
108,109
88,72
180,168
25,88
191,123
99,66
48,155
81,37
169,77
172,42
30,34
41,102
189,21
125,82
110,33
166,38
76,98
196,186
54,69
111,183
129,141
128,15
158,158
131,120
187,36
176,126
17,161
14,169
66,97
170,196
96,33
19,146
112,90
180,87
81,197
135,90
18,130
33,27
25,60
71,15
33,87
199,26
195,25
65,27
110,34
38,114
107,159
54,97
11,62
189,195
189,112
138,68
157,33
63,146
36,167
74,10
172,79
36,105
87,190
137,24
90,12
80,148
134,175
66,75
127,175
137,150
120,163
92,84
91,167
183,12
183,128
107,142
150,138
75,54
170,115
155,171
10,180
195,71
138,174
180,88
72,81
93,47
92,127
71,32
38,26
200,149
145,22
55,181
168,116
179,81
125,55
104,61
72,27
153,195
53,128
36,175
135,68
46,132
189,83
25,95
157,74
156,59
123,135
54,75
188,48
86,69
103,56
98,183
20,167
161,59
63,158
143,61
34,35
47,56
97,187
60,110
198,28
95,13
47,172
30,62
176,116
23,24
12,183
186,104
55,51
131,184
117,116
34,61
137,107
146,89
70,130
101,134
80,189
86,190
135,158
37,107
113,157
175,65
67,71
179,158
143,141
13,76
35,147
76,188
100,57
103,49
137,190
47,33
17,47
184,176
118,79
77,84
65,183
120,123
22,118
159,102
30,25
84,195
148,76
172,126
29,69
151,159
131,146
36,52
49,34
27,29
54,47
99,34
184,59
97,130
24,112
106,84
132,20
141,137
141,111
106,68
12,119
59,109
190,98
180,197
195,134
77,100
116,43
131,181
122,39
61,17
25,43
87,142
92,59
85,83
174,71
122,61
90,45
64,144
190,122
130,190
133,34
15,103
186,148
121,108
71,40
62,18
40,160
146,178
65,17
183,163
197,167
13,36
132,161
146,103
91,15
136,32
130,27
165,182
120,32
134,155
110,184
78,92
29,82
165,146
144,139
145,24
20,21
176,175
31,116
24,130
87,151
32,180
115,157
134,131
184,114
51,84
98,172
103,141
84,164
84,121
15,101
127,141
171,57
77,96
22,45
94,107
146,115
119,33
18,116
165,47
26,94
31,129
77,109
109,37
197,49
98,97
176,179
163,41
143,87
152,107
191,89
107,173
86,51
97,13
92,24
162,161
106,102
199,113
106,132
161,198
98,135
140,193
127,93
110,141
12,58
192,75
94,173
56,22
49,93
91,131
56,17
181,79
153,81
137,182
151,18
164,35
160,67
61,172
105,113
65,18
25,74
134,132
169,192
95,48
15,165
90,76
36,138
182,98
10,102
62,102
78,129
111,82
23,165
124,181
175,148
166,38
41,173
41,187
93,58
163,59
81,47
123,74
29,83
36,119
122,73
190,26
132,198
200,98
146,188
133,31
63,67
88,96
144,188
189,140
87,197
46,110
42,44
125,92
150,180
86,111
33,44
107,45
56,22
147,110
101,120
128,24
147,145
181,181
190,163
192,118
186,38
147,184
110,168
56,175
146,36
130,43
46,122
111,15
101,32
68,136
155,67
190,86
160,110
84,153
103,87
134,116
12,130
77,197
15,105
58,119
145,128
68,198
53,11
161,66
36,120
74,22
192,14
188,153
76,97
108,120
42,40
27,85
15,62
69,74
40,95
143,150
24,55
148,163
126,162
155,192
63,21
101,159
100,36
41,129
85,50
116,90
24,67
200,154
159,167
183,53
184,117
32,103
36,103
56,164
12,175
176,63
28,43
147,115
47,24
78,54
18,48
61,86
28,15
97,165
108,153
141,90
188,152
67,135
85,87
174,138
116,108
172,21
43,54
82,182
131,56
32,92
194,95
103,105
21,123
11,140
102,117
180,170
42,156
147,60
108,116
30,128
34,91
177,124
175,179
114,175
26,75
103,66
138,177
74,115
147,89
43,34
121,157
49,15
185,30
105,155
157,168
127,76
63,169
155,159
175,133
98,96
55,133
182,182
196,180
15,92
82,108
111,167
161,87
62,54
28,178
197,87
181,69
170,42
46,74
127,156
21,131
157,165
109,198
34,184
158,110
43,191
121,68
151,12
133,82
87,22
105,19
81,93
188,84
33,85
15,78
47,63
167,190
61,18
96,178
120,129
180,193
13,51
49,141
47,153
106,177
116,72
130,54
108,132
39,40
163,192
93,133
192,43
127,181
72,163
29,29
25,17
156,137
55,61
18,175
33,132
37,159
133,200
74,79
168,37
168,124
66,61
55,22
20,72
12,23
13,87
104,183
54,75
72,30
134,186
81,131
182,35
140,181
16,107
176,171
85,58
148,186
80,172
61,191
49,28
86,82
163,64
188,198
25,103
15,26
149,27
55,50
83,112
195,171
189,169
183,43
153,128
28,106
104,55
38,72
172,159
106,200
155,30
146,12
64,32
48,43
188,96
174,102
36,155
18,186
17,141
77,105
89,85
59,150
76,143
195,166
190,59
136,108
34,46
191,23
67,73
122,61
59,53
187,13
111,84
196,55
98,152
179,152
132,176
166,57
48,95
14,35
13,186
142,169
62,183
186,55
169,34
147,77
103,132
147,98
68,162
142,191
123,131
36,119
16,126
96,41
80,187
76,101
156,125
101,37
56,103
77,85
19,120
64,117
66,167
11,26
26,75
146,100
142,109
196,45
156,17
84,16
167,165
87,116
12,70
164,144
192,127
41,140
121,124
26,181
89,25
76,198
95,192
190,143
85,42
165,64
194,53
124,95
51,161
152,149
183,123
148,98
28,124
38,157
199,99
112,168
153,123
178,200
26,49
115,100
168,25
107,112
132,72
126,64
87,102
69,96
146,110
34,135
156,175
111,34
102,16
113,44
115,113
151,28
82,45
67,169
56,191
108,77
120,178
25,100
173,124
141,147
192,107
125,16
198,11
25,10
37,21
55,143
186,162
170,12
181,14
122,178
118,41
117,52
44,166
20,193
132,160
93,139
123,10
151,200
81,59
157,127
121,32
88,28
22,71
157,182
94,177
106,51
153,117
118,37
24,116
109,168
180,57
153,124
63,85
16,140
74,158
181,71
21,59
138,54
113,121
12,70
108,85
57,68
71,133
25,185
19,56
92,52
123,11
157,73
142,110
146,50
80,76
151,143
53,154
94,78
107,86
113,24
113,143
35,144
117,96
74,12
50,45
158,57
31,111
129,113
136,10
185,30
137,46
191,151
123,110
80,74
14,165
105,71
187,190
107,48
140,68
128,120
26,104
75,25
74,158
181,18
58,112
168,104
116,37
33,191
49,157
43,78
42,98
88,140
127,130
119,109
189,181
20,118
166,86
104,28
119,130
119,56
178,18
102,76
159,177
180,194
129,30
54,150
80,178
193,43
84,28
82,192
134,110
123,191
193,97
153,112
89,93
69,64
175,96
83,81
108,94
51,98
169,191
28,144
16,43
48,142
98,31
77,173
112,142
143,15
35,166
107,23
119,133
173,120
105,192
111,173
194,88
86,154
58,187
134,33
87,53
142,18
11,188
94,81
188,10
20,200
64,174
131,163
150,200
117,180
147,189
80,15
145,116
155,102
24,153
198,159
23,123
24,124
176,192
165,52
55,163
143,93
189,64
192,19
183,78
124,98
198,170
137,78
112,116
58,71
77,122
161,68
169,38
33,124
89,158
146,73
143,170
89,196
15,94
82,94
103,117
177,150
175,103
80,77
182,99
192,29
95,122
86,172
92,109
172,64
101,147
120,82
137,199
58,186
145,177
139,128
181,12
14,19
137,199
190,197
47,64
24,190
20,148
77,166
54,27
145,168
49,149
190,19
163,57
80,89
139,126
68,158
163,131
16,109
92,100
107,176
61,25
19,150
160,119
189,168
170,146
96,46
64,151
27,34
149,60
140,162
103,119
42,106
166,77
137,185
130,183
170,38
127,152
133,160
94,42
191,86
74,192
65,175
70,95
31,114
84,20
181,63
71,65
196,42
134,180
14,195
39,127
21,42
163,194
158,110
184,40
71,61
124,59
165,69
32,195
45,52
182,54
145,145
129,101
153,118
161,170
52,119
119,56
180,12
21,41
169,72
17,199
113,110
68,98
14,107
153,58
146,31
157,50
96,162
60,24
39,158
23,70
166,38
102,37
171,157
124,199
111,66
181,47
58,25
75,28
64,131
20,186
61,135
85,127
124,149
139,24
12,99
186,74
33,129
69,190
186,158
133,49
37,133
46,90
136,41
15,82
89,152
53,199
120,39
149,112
90,110
43,138
25,33
149,146
47,71
116,184
199,23
47,198
125,53
128,192
136,191
180,98
181,174
63,103
63,60
12,166
23,180
116,76
65,81
48,150
160,125
190,141
172,178
118,71
137,166
143,135
21,93
191,106
193,112
158,109
96,125
87,53
74,33
26,189
45,90
15,77
191,130
92,147
84,29
83,171
66,167
182,31
122,135
121,35
133,165
135,22
141,121
48,122
87,159
56,46
131,86
83,144
43,85
88,14
157,170
83,160
174,38
179,19
69,190
35,147
83,16
124,97
119,168
129,155
177,46
116,126
32,18
62,147
98,39
102,47
69,109
15,111
72,155
97,166
94,81
138,41
141,132
53,34
75,199
24,12
88,168
19,172
41,53
129,126
139,92
60,130
100,157
132,124
49,191
52,56
71,86
132,13
112,30
33,94
182,53
41,22
160,61
196,150
164,121
56,57
75,95
43,73
119,78
20,154
184,191
66,23
100,162
45,41
184,176
137,23
19,72
66,98
15,158
180,29
122,84
181,38
41,22
141,88
158,70
68,134
190,90
149,135
32,67
29,107
178,16
136,188
143,72
177,19
189,56
196,56
141,110
30,106
132,25
34,44
40,181
147,16
137,43
111,57
156,15
67,34
64,57
168,97
124,39
42,112
174,175
75,195
155,47
46,152
179,103
37,59
132,53
34,111
170,15
134,77
76,54
126,162
163,72
96,195
148,111
100,74
53,154
191,77
11,76
32,65
68,160
98,56
14,45
12,193
138,171
151,87
107,64
199,119
121,50
180,30
145,134
155,157
48,177
37,13
184,143
34,175
127,124
69,140
198,144
199,66
12,123
63,143
95,37
68,149
117,39
164,186
13,69
137,33
186,101
192,120
189,189
135,191
143,170
124,35
22,21
56,63
62,41
124,48
131,175
155,94
42,43
33,164
99,77
23,85
49,18
106,194
49,182
101,36
154,175
45,30
33,94
126,93
181,137
79,45
39,32
186,25
29,31
111,108
26,189
169,14
146,110
196,168
143,88
105,63
66,16
31,11
128,61
85,191
77,129
186,24
21,16
92,163
87,180
169,163
159,114
67,66
169,103
185,43
108,187
74,183
178,67
105,31
73,199
74,62
81,30
113,52
199,184
49,165
85,84
10,57
70,68
52,103
139,148
61,113
169,19
22,62
71,196
122,128
58,47
181,35
56,38
105,163
176,173
64,45
93,146
108,42
59,127
187,147
54,108
140,44
36,89
36,80
16,130
152,145
105,193
96,100
25,174
175,17
140,115
136,157
37,45
22,147
35,135
27,54
152,100
23,99
48,78
11,44
160,194
22,164
140,124
165,148
163,93
16,169
172,154
164,74
59,157
123,136
42,11
86,17
154,110
29,164
150,194
65,125
112,81
158,83
15,133
170,131
137,30
193,33
81,68
129,191
96,85
173,158
137,73
183,176
78,39
157,90
54,93
139,72
126,33
17,147
154,134
155,149
75,159
92,36
171,120
59,42
146,191
54,170
195,36
100,185
145,106
156,187
179,113
147,46
155,65
21,71
124,17
56,192
138,52
174,176
148,10
16,58
25,104
37,171
39,181
20,156
96,118
108,195
102,50
10,40
34,146
172,70
47,88
158,74
99,142
129,97
109,181
147,114
27,89
117,105
127,200
96,89
138,173
127,180
88,19
175,39
39,74
72,81
129,65
195,79
43,155
14,185
22,20
148,151
195,39
185,133
113,68
84,196
166,197
194,10
61,170
151,90
136,46
28,180
146,145
79,35
172,59
149,87
44,189
197,25
90,166
127,115
181,67
194,10
182,156
20,39
57,23
94,191
54,96
27,151
55,161
58,149
45,136
122,178
197,173
38,25
109,146
104,23
177,80
121,167
34,103
21,82
17,81
148,57
129,194
75,112
37,40
39,31
145,19
92,62
184,68
58,93
71,74
42,136
147,180
142,175
162,128
160,13
40,127
17,174
29,123
72,131
189,108
123,105
130,75
93,106
186,133
16,149
123,48
177,14
13,193
200,49
35,139
192,177
109,80
64,146
27,132
54,157
188,64
99,131
164,193
19,190
169,111
46,84
63,173
93,152
126,45
68,13
143,139
73,50
72,47
92,60
196,91
190,72
119,92
140,183
98,153
70,192
117,89
132,38
105,85
64,160
120,159
120,85
167,18
110,77
64,106
181,132
111,29
174,194
131,182
28,107
148,100
167,176
55,48
119,107
40,107
103,72
72,83
183,118
135,59
119,116
197,45
147,113
160,166
121,45
137,102
55,97
51,29
157,165
176,40
192,23
54,199
48,34
154,97
151,38
76,164
81,138
175,101
172,46
14,192
107,180
23,88
91,200
109,183
34,78
28,49
37,97
49,199
97,193
12,37
178,60
161,162
145,17
42,189
106,41
31,165
93,89
30,151
166,151
149,127
158,42
41,28
151,121
33,42
152,93
115,164
108,118
185,77
91,38
105,101
14,34
133,163
174,166
153,14
46,126
13,20
155,153
132,115
96,199
92,117
134,50
94,53
61,12
129,182
106,48
143,117
194,75
24,57
72,135
88,150
169,160
158,171
179,124
66,59
187,35
41,63
33,98
62,26
24,15
22,115
42,36
57,183
100,40
10,97
133,58
193,20
188,23
127,98
109,161
128,84
44,188
128,51
189,50
139,79
130,81
160,65
61,50
163,98
138,165
106,23
20,190
127,49
75,113
12,23
77,38
117,73
184,126
74,155
78,72
133,75
130,169
12,15
100,189
19,51
144,21
87,70
145,14
139,44
192,154
89,134
14,110
43,54
20,45
92,177
93,186
153,120
10,36
49,99
42,144
141,21
19,13
49,84
172,106
30,32
95,177
87,117
82,198
101,26
156,110
102,122
19,94
89,185
100,186
107,173
96,24
76,52
88,107
37,26
178,153
142,70
100,161
156,196
14,38
33,146
41,130
170,43
64,140
87,136
133,163
94,71
74,134
21,12
186,200
108,78
132,92
90,78
150,75
26,35
71,143
49,190
96,170
137,25
112,35
147,133
179,134
97,65
19,62
116,138
94,122
164,161
149,88
185,180
147,23
134,125
194,107
182,19
162,17
52,165
57,174
138,113
38,86
196,107
57,135
105,148
15,150
169,110
116,30
98,35
21,156
86,45
37,155
116,111
65,58
111,63
63,55
118,150
187,192
152,39
85,48
106,116
37,142
132,154
179,54
21,70
25,135
175,72
149,191
156,29
72,119
91,66
14,44
151,77
177,34
184,157
12,73
167,146
164,151
142,140
186,32
79,149
38,115
17,136
153,120
171,182
185,34
85,193
152,161
83,71
162,182
184,181
133,199
150,103
132,133
120,175
156,193
25,170
154,155
54,150
102,12
199,99
158,69
76,15
51,124
32,33
51,79
83,106
112,176
47,131
195,66
161,115
180,37
161,130
182,176
122,18
22,164
63,31
196,153
193,24
159,113
71,136
138,61
198,162
66,168
142,56
107,112
89,58
66,177
165,136
43,181
177,40
124,39
123,153
32,90
97,81
161,109
171,14
115,143
36,156
72,137
70,127
87,101
73,94
82,183
106,20
110,38
58,131
149,136
80,60
181,161
139,36
66,186
70,67
51,198
101,24
128,157
118,93
89,33
147,16
166,104
13,48
61,23
53,85
22,163
60,128
122,140
117,169
163,135
63,144
83,172
34,42
64,192
57,31
182,101
199,19
192,103
85,185
10,103
86,115
37,110
174,133
127,183
200,161
63,135
163,32
107,122
36,62
76,149
17,60
58,140
106,125
39,159
42,156
72,47
177,80
196,106
122,92
43,105
197,42
164,173
82,39
46,188
25,48
136,76
83,24
63,192
51,25
31,200
90,106
145,159
183,189
111,84
198,82
61,200
136,40
120,23
51,54
177,113
104,109
100,37
171,36
40,146
59,96
60,161
137,76
159,198
87,174
18,174
27,196
54,147
114,136
109,91
189,162
118,108
52,111
190,72
113,174
68,48
45,81
139,111
84,175
146,157
107,129
100,45
173,153
193,77
84,94
112,25
115,44
62,192
75,168
117,34
17,84
49,199
28,108
58,51
52,59
190,90
19,29
164,170
116,143
136,46
119,123
116,108
46,163
71,185
136,67
195,163
162,72
193,46
141,155
137,167
188,34
116,180
47,71
184,110
176,91
21,23
164,77
154,69
161,117
38,122
68,100
168,86
166,61
187,141
183,155
100,48
187,75
44,125
57,91
101,96
126,101
45,12
45,53
26,20
32,141
71,122
112,113
177,187
21,86
24,104
118,134
51,170
45,82
198,160
63,136
128,145
189,79
31,38
66,186
30,160
109,182
106,49
47,84
116,87
172,13
174,85
60,62
26,61
58,64
186,84
68,14
42,71
159,100
134,199
24,74
82,33
193,114
184,92
42,172
12,49
40,22
134,129
165,183
55,16
187,66
187,162
18,96
110,132
118,161
99,29
97,147
17,77
25,16
149,196
133,83
131,120
199,122
142,133
180,115
73,103
132,14
55,127
139,157
16,65
105,140
45,29
55,129
118,32
22,78
136,155
61,109
24,46
183,176
47,62
181,90
180,149
48,177
39,164
178,69
19,38
24,173
84,142
99,162
82,163
46,114
94,193
108,14
117,51
53,78
112,177
147,10
64,92
42,187
160,55
43,100
21,50
69,46
192,182
181,143
138,187
65,94
103,82
65,85
125,161
30,185
163,72
60,79
97,81
136,108
163,14
107,151
179,160
69,124
106,191
131,77
59,25
137,33
69,188
152,31
177,169
78,14
112,142
147,155
186,86
14,157
161,107
158,162
49,159
182,59
66,16
164,65
80,113
153,143
67,156
138,30
173,180
131,114
177,182
117,89
58,91
157,120
188,90
67,122
66,29
107,46
134,154
45,188
186,182
52,182
167,124
86,88
33,37
139,176
74,171
106,80
44,47
154,122
73,167
108,14
43,157
153,189
95,136
51,115
120,178
14,101
195,199
159,30
174,40
181,58
193,185
63,151
64,62
87,190
187,72
54,88
85,108
167,193
13,24
11,10
152,27
97,85
110,113
128,96
192,170
111,118
102,192
194,118
163,69
171,163
37,154
169,177
58,57
17,184
110,98
11,103
20,179
168,153
186,191
57,75
140,80
87,22
154,73
94,79
129,181
159,133
176,34
63,131
41,177
191,54
145,132
188,88
178,87
182,27
114,139
48,156
134,132
181,78
40,152
197,130
120,117
128,110
45,102
93,13
86,37
132,42
107,50
170,168
192,40
89,72
139,146
138,31
88,49
114,124
167,155
102,49
81,108
188,64
100,54
158,74
57,143
178,78
177,80
95,130
141,32
101,97
151,86
13,168
106,167
38,58
146,64
192,17
68,168
82,110
134,191
173,136
113,165
63,57
41,123
148,23
39,155
162,100
192,89
83,10
154,32
140,182
107,78
22,107
63,49
92,200
156,108
80,144
51,35
22,79
118,34
11,177
50,45
75,30
120,29
187,103
145,145
107,87
140,44
106,137
53,36
136,72
95,93
48,100
195,100
124,38
69,28
96,57
53,28
62,55
176,77
179,199
21,129
75,118
11,112
23,168
136,87
19,61
180,92
105,146
104,137
145,47
91,84
140,56
59,123
195,183
195,108
32,17
101,161
142,101
29,140
57,107
163,196
197,65
71,137
140,109
14,66
158,109
154,74
143,26
194,122
23,41
186,172
104,63
29,58
189,116
168,89
181,50
144,91
155,193
18,144
190,126
124,56
140,125
93,26
44,104
159,158
89,121
39,189
146,90
188,167
27,121
104,105
53,161
113,53
57,128
94,135
48,22
51,174
183,178
15,200
193,12
147,99
121,172
16,61
22,37
34,79
99,48
169,104
46,72
72,156
194,120
67,200
115,122
32,86
31,117
87,122
16,39
135,29
68,19
79,193
66,127
71,100
160,130
70,14
132,68
160,45
198,117
39,116
81,124
181,162
141,178
177,70
156,141
99,175
33,176
98,57
183,60
57,34
32,155
54,98
119,117
140,83
119,133
32,52
141,192
176,94
66,97
149,70
68,183
47,15
75,119
57,110
147,72
27,155
153,79
43,108
47,141
140,190
184,195
148,23
42,177
73,45
81,48
78,46
58,165
143,179
94,136
155,169
34,154
193,182
14,179
17,137
136,32
172,83
197,62
169,166
145,82
106,54
110,37
11,126
33,104
200,184
65,101
21,57
186,78
30,147
97,194
47,146
72,45
124,170
53,109
42,150
65,116
66,191
53,30
109,66
92,89
144,85
67,16
45,97
85,198
165,66
11,194
181,52
69,101
105,156
117,200
70,113
199,145
167,50
172,157
73,177
54,138
35,64
188,153
160,123
146,52
152,44
150,57
14,108
117,16
146,40
113,193
163,141
162,162
98,68
138,150
177,35
96,192
15,112
135,156
79,43
156,118
54,43
180,192
177,80
39,17
160,93
21,98
153,112
38,188
21,186
200,144
45,200
67,194
32,55
69,111
123,173
31,67
21,89
187,185
11,49
119,98
76,82
178,14
177,114
137,141
186,33
176,55
24,181
104,23
133,14
88,191
193,124
36,155
73,79
20,78
97,122
35,40
175,90
148,92
137,104
192,168
127,140
37,127
135,31
38,35
112,70
91,126
195,150
125,151
65,35
139,200
22,150
196,40
153,45
113,15
135,140
18,129
165,160
195,16
140,195
46,64
111,149
188,178
140,41
108,171
161,29
95,154
37,108
82,154
101,157
198,200
15,141
45,81
174,16
121,25
172,129
50,193
137,24
131,156
123,135
163,22
32,62
32,162
11,27
154,101
28,90
183,49
155,111
161,197
123,29
90,164
46,161
102,42
117,10
157,131
98,77
92,193
161,30
110,20
129,108
175,51
120,63
140,175
53,22
17,119
81,58
33,187
173,130
114,70
92,169
184,97
127,10
94,197
116,158
118,189
108,114
71,50
119,74
96,50
34,136
17,141
95,27
93,129
179,114
196,64
85,62
169,42
130,158
200,121
35,116
100,85
134,95
101,80
55,176
140,59
25,184
21,189
124,167
177,141
138,28
149,56
18,144
64,198
30,50
191,168
83,174
16,159
20,71
126,119
104,53
57,197
73,120
161,47
90,125
173,138
67,162
82,87
123,13
185,66
170,195
196,111
