m,n
33,121
163,17
199,96
180,119
187,48
176,135
93,129
63,146
24,26
90,77
54,200
105,186
32,136
114,121
91,160
135,57
111,45
34,189
151,19
165,173
137,200
29,166
15,134
127,176
180,136
128,184
103,105
193,120
171,130
21,89
71,12
12,157
162,31
154,95
48,183
57,97
91,28
189,200
108,30
199,177
21,29
62,112
103,12
16,57
81,122
97,185
12,153
180,15
167,166
161,114
178,178
141,46
163,167
117,166
36,153
103,199
142,188
44,88
186,146
159,100
40,175
22,18
128,181
37,80
44,32
83,80
30,157
12,28
117,105
139,137
143,160
55,156
26,79
71,113
32,183
56,51
184,72
167,142
151,95
95,74
45,172
48,184
160,70
195,137
200,109
147,151
18,163
11,178
186,51
161,85
163,180
184,81
144,26
94,99
80,180
63,151
147,50
24,25
194,14
146,47
126,147
77,90
140,65
117,185
62,110
58,54
116,48
86,85
19,178
51,24
81,176
159,33
72,36
171,49
77,64
188,177
45,36
160,25
189,123
118,69
83,136
180,167
69,117
73,162
116,166
117,108
78,164
114,174
169,108
87,126
64,84
10,71
194,87
188,85
89,26
14,164
43,184
107,60
197,149
155,73
195,163
159,81
53,88
99,121
171,55
152,95
111,100
177,122
110,128
71,179
49,62
127,21
112,185
69,41
90,20
74,99
108,44
170,132
167,121
195,40
136,171
120,115
76,117
57,21
56,57
38,91
179,63
188,133
179,164
27,123
186,15
140,197
13,183
190,167
127,81
17,25
23,60
121,63
179,83
165,148
65,42
140,141
132,16
73,21
24,197
12,81
199,77
199,166
193,148
74,183
154,18
48,190
96,134
45,21
74,172
166,134
125,43
120,41
78,155
170,141
77,100
113,92
47,157
84,102
67,146
62,46
50,153
137,198
13,44
117,144
80,159
115,67
12,145
136,137
63,139
18,145
42,195
144,164
139,104
102,99
128,46
12,119
57,97
137,88
26,22
36,147
193,103
167,17
25,181
56,199
41,200
188,103
31,159
78,108
198,108
187,184
107,133
197,164
159,179
198,195
147,69
40,152
164,10
14,135
110,184
133,36
18,181
92,126
161,154
93,153
55,112
18,108
199,168
32,181
128,64
66,12
200,156
70,77
69,46
191,192
12,65
175,19
180,151
18,90
167,196
127,177
66,41
96,83
54,81
191,19
101,50
149,83
176,77
182,101
166,47
124,93
39,84
69,129
147,66
191,37
140,155
129,131
46,164
57,76
136,43
114,116
125,86
125,170
86,97
59,132
91,103
102,169
84,89
114,65
108,66
135,110
91,175
123,64
114,107
108,126
192,72
181,51
30,32
128,187
78,185
150,166
117,124
126,29
13,125
37,75
194,112
13,16
59,108
118,135
86,130
12,118
160,186
91,194
193,147
137,107
90,184
34,30
172,71
167,175
142,11
32,83
82,77
51,28
108,148
12,83
34,160
144,79
101,63
26,74
17,23
163,132
84,154
62,51
47,71
172,118
25,136
78,38
73,104
71,149
22,196
142,192
113,86
28,41
159,175
88,168
127,145
192,135
176,169
113,34
146,139
51,170
54,45
146,124
129,100
79,43
159,48
107,153
94,34
157,31
107,117
192,104
129,86
120,60
101,27
83,102
194,97
138,159
187,120
107,187
70,14
187,144
124,50
132,42
89,102
191,81
168,18
183,92
175,101
28,137
141,22
64,137
174,198
188,164
49,160
55,23
136,82
14,43
40,171
178,54
177,81
66,149
172,60
125,23
42,160
176,106
153,105
56,105
114,182
52,17
73,91
112,188
54,143
190,98
122,140
171,63
119,178
200,120
19,163
42,89
26,48
53,197
38,36
170,159
147,27
117,154
54,135
103,83
39,169
188,14
174,163
180,125
73,113
20,57
36,90
36,154
78,147
151,178
144,32
187,134
104,53
119,122
141,43
110,43
180,90
188,113
188,128
42,44
187,94
93,29
131,108
121,113
24,138
148,197
71,129
39,14
135,77
13,103
176,113
183,154
55,28
164,199
70,28
39,17
47,30
193,141
70,14
171,150
164,141
143,53
15,139
60,148
55,183
55,13
90,34
111,49
169,64
194,183
61,195
174,121
24,173
158,75
181,108
150,196
179,49
180,81
121,150
77,144
169,99
21,31
48,73
149,82
149,168
169,102
155,71
157,150
190,164
25,111
16,191
99,132
92,31
168,28
111,41
132,183
158,16
119,125
144,27
26,103
89,70
13,94
54,17
76,74
45,78
160,102
121,20
195,82
174,184
148,187
58,164
121,68
22,175
54,189
115,105
24,74
81,187
145,15
181,23
164,150
115,129
198,88
193,118
120,69
28,95
52,175
89,126
120,78
198,20
49,40
170,45
118,148
169,70
30,188
18,126
98,108
134,78
71,118
159,116
183,43
145,181
90,130
182,172
140,21
162,192
57,102
145,166
45,111
140,163
15,99
116,184
145,44
86,157
29,64
72,177
44,106
92,69
122,133
25,87
49,89
106,57
159,142
23,98
100,168
81,144
173,81
185,21
25,126
161,30
131,165
30,180
145,155
107,132
40,46
26,199
18,94
83,62
164,199
139,141
63,174
89,128
132,104
193,190
73,81
58,72
102,60
160,193
33,88
20,101
44,195
107,18
90,120
17,126
174,32
48,73
54,186
90,55
199,181
186,90
72,73
27,102
185,130
35,162
192,44
148,192
48,160
131,161
61,189
188,149
23,131
40,52
172,146
23,47
129,75
144,133
166,142
29,133
100,153
110,86
53,11
142,26
27,94
68,12
179,182
70,66
87,76
164,67
151,162
197,75
125,116
197,39
137,183
23,177
110,189
38,25
77,108
53,94
84,86
139,193
160,94
130,127
45,36
118,33
144,66
168,166
124,16
155,58
162,121
85,58
200,133
106,88
199,105
191,156
65,113
111,55
66,123
34,198
136,30
196,129
152,22
173,190
148,94
29,140
115,33
198,50
82,78
130,161
93,57
27,132
143,92
32,97
196,141
142,194
10,28
66,13
32,85
146,16
16,142
51,16
25,61
178,166
92,101
45,166
137,129
104,139
115,39
121,111
20,27
193,101
34,64
28,33
14,178
33,135
179,38
46,112
181,80
170,86
131,13
42,68
123,13
58,196
196,142
190,192
21,169
95,85
65,116
160,132
12,84
48,163
164,143
148,78
67,154
103,129
104,151
74,18
21,184
114,163
65,177
84,177
109,66
190,69
200,17
148,95
164,75
174,188
143,110
16,15
154,33
187,196
149,137
177,144
48,100
86,82
40,195
177,148
175,50
32,36
92,147
121,165
100,108
100,181
71,138
144,111
61,16
26,61
37,42
130,195
26,152
143,132
35,54
22,106
152,158
67,87
42,71
64,24
167,197
60,136
97,126
192,31
112,94
159,178
39,149
105,175
20,162
108,97
172,79
16,72
107,59
141,66
26,196
29,112
188,167
151,67
179,75
118,155
58,68
83,35
24,58
92,45
199,21
82,178
195,101
58,88
137,143
37,119
145,31
152,127
184,106
141,143
169,27
37,196
53,76
16,143
92,127
88,32
17,37
32,153
175,37
114,146
110,80
13,191
62,35
19,188
73,136
157,49
109,179
18,39
168,185
118,158
173,85
123,56
94,137
147,110
44,174
73,126
104,152
114,97
172,180
60,138
118,179
99,23
50,39
102,139
84,105
190,90
97,64
178,120
133,63
67,200
184,142
66,175
189,140
162,64
194,161
53,107
118,145
29,184
153,84
182,12
145,21
186,101
73,134
68,80
38,198
10,137
48,98
124,74
190,21
115,193
166,176
90,62
34,57
77,126
29,190
84,151
147,96
181,138
168,120
30,39
22,82
56,154
101,192
61,175
14,162
178,19
198,146
111,78
23,113
76,29
91,186
103,43
99,10
69,167
105,45
139,49
149,198
158,37
91,185
77,200
21,37
195,17
27,94
32,130
138,111
198,50
121,170
149,78
25,199
199,185
12,33
153,195
106,183
102,35
139,169
27,165
68,104
132,53
135,88
14,148
118,58
117,176
80,56
72,113
69,24
153,121
173,41
52,169
15,109
179,94
148,48
28,102
49,182
45,101
70,155
156,16
184,98
49,61
145,57
160,60
80,155
121,11
172,96
68,26
128,140
58,74
115,110
132,12
17,158
57,168
191,118
193,49
141,68
93,77
134,73
177,179
35,112
11,111
159,147
193,167
75,144
61,86
20,54
183,115
85,12
166,29
88,200
75,27
108,70
112,81
183,183
101,15
162,161
59,59
187,194
96,166
15,88
58,126
196,67
74,73
24,124
106,130
135,120
98,10
18,158
108,75
199,126
36,95
175,20
84,76
124,89
77,129
89,56
33,45
25,105
183,53
25,162
11,145
178,132
52,180
200,165
26,17
176,153
25,89
200,33
120,180
49,73
28,134
134,92
15,34
123,183
178,71
127,127
26,75
30,40
184,14
70,173
140,86
83,13
181,43
146,89
159,128
59,188
38,25
128,50
37,114
51,65
20,122
110,57
93,102
147,24
156,76
90,63
161,105
11,41
179,168
84,61
165,52
71,113
172,128
170,165
136,144
13,110
119,26
175,185
59,179
161,15
24,91
151,182
25,163
98,167
186,109
79,53
196,179
188,35
151,57
104,20
149,168
54,139
137,99
87,61
131,77
65,17
27,182
89,166
154,103
173,21
32,161
21,67
62,164
71,56
198,134
44,171
59,85
71,46
24,146
75,99
164,91
76,109
31,103
88,15
10,94
90,44
29,138
149,70
50,180
51,77
137,196
171,157
108,88
17,68
159,48
63,154
169,91
185,162
68,16
75,26
13,76
40,68
160,71
44,197
145,183
90,76
104,43
65,118
87,173
126,107
86,30
105,101
46,47
126,16
51,111
64,122
139,85
105,191
189,76
56,138
33,125
182,115
96,112
20,27
189,170
98,139
119,144
171,16
145,127
159,46
149,105
78,75
82,82
25,46
173,147
139,61
40,35
181,79
57,10
129,28
198,107
179,85
105,156
116,142
152,30
115,126
191,190
143,128
111,33
147,84
31,162
123,172
160,155
20,88
82,43
189,190
94,78
101,153
62,92
178,123
174,67
118,81
83,173
103,81
106,29
147,20
151,106
86,130
96,80
89,184
58,121
80,120
179,31
62,54
88,82
200,131
71,65
157,134
79,48
47,148
157,104
186,88
152,29
58,33
121,146
186,133
154,54
121,98
75,147
196,154
58,169
184,138
32,167
74,136
121,54
170,124
184,16
175,111
100,26
103,97
80,109
85,173
48,31
179,183
137,44
30,74
82,59
105,73
98,171
131,86
41,53
98,190
179,179
174,155
47,16
96,105
136,37
39,17
19,112
126,36
116,176
62,175
137,40
170,42
157,112
86,36
97,134
141,147
148,110
33,97
102,33
149,188
74,45
174,181
166,88
181,121
169,99
15,89
108,114
40,41
71,86
50,84
81,16
69,185
170,82
28,34
152,154
101,183
107,126
118,108
19,126
27,24
164,52
152,18
40,138
123,179
20,160
44,132
190,57
196,13
168,38
196,183
76,48
180,165
154,189
140,77
19,76
61,165
171,81
16,139
193,181
41,126
109,42
103,49
38,32
84,44
189,97
162,94
52,135
185,200
197,20
31,122
132,161
64,81
142,81
150,158
108,34
174,85
14,48
102,137
32,23
106,14
37,155
86,76
100,121
123,146
141,114
49,176
63,94
162,177
13,12
61,134
191,56
169,10
78,103
152,133
138,187
174,169
195,150
177,186
177,23
26,47
171,156
40,57
43,166
129,13
131,153
59,178
183,81
93,184
84,121
155,112
98,113
52,86
84,42
77,126
166,143
63,30
62,63
41,160
33,170
45,129
167,145
180,126
14,98
84,152
121,132
96,63
29,124
56,86
24,32
28,153
27,109
18,120
167,163
88,64
20,165
85,83
194,97
106,84
163,45
136,163
165,79
82,30
84,57
131,126
199,141
113,169
39,69
27,37
77,70
148,158
142,100
199,44
15,90
109,156
59,57
43,90
49,149
166,22
183,134
79,54
159,195
136,185
39,121
158,41
182,33
199,92
119,153
185,91
19,91
141,115
112,198
170,119
102,178
141,67
73,169
100,109
106,176
85,137
41,188
49,158
60,98
63,194
70,129
134,186
116,172
142,55
13,11
196,198
19,80
129,18
135,35
94,93
175,57
151,95
47,56
164,25
145,157
64,82
99,138
70,113
162,90
82,193
89,41
32,164
140,58
179,123
105,26
190,151
40,65
51,47
102,178
78,111
71,105
105,22
80,92
115,100
141,115
85,179
54,182
111,170
144,17
50,176
27,63
66,53
128,77
190,10
108,21
195,24
111,119
161,50
17,101
135,86
80,134
47,12
180,79
51,56
123,39
12,56
199,25
54,78
159,134
153,167
55,53
19,176
199,12
11,61
191,104
72,114
19,142
171,78
49,179
13,114
200,38
172,43
102,194
193,26
109,76
28,89
57,80
60,95
40,152
176,110
152,14
182,190
168,28
61,36
92,177
24,156
63,142
167,85
31,107
161,59
122,72
112,76
167,182
129,19
176,59
77,193
105,174
17,94
106,181
90,191
47,72
64,52
152,123
149,32
100,164
154,84
78,46
26,161
133,165
49,109
118,39
129,184
136,193
30,93
71,197
192,176
83,140
108,95
59,76
22,184
111,128
42,48
170,93
34,112
175,38
51,40
13,88
163,106
180,129
24,195
16,199
173,169
18,56
160,38
182,27
84,128
46,160
126,82
44,137
106,113
147,68
28,93
121,141
191,99
149,103
76,169
191,180
177,162
82,144
59,132
128,104
191,198
97,100
175,164
131,144
85,194
10,186
186,86
117,119
83,71
132,191
38,121
148,154
63,194
96,37
83,111
93,121
50,22
56,70
175,30
106,80
90,28
40,30
17,154
124,173
72,101
125,115
31,73
92,173
129,163
137,63
117,142
24,86
103,76
76,177
150,111
152,134
185,104
89,194
103,25
99,52
122,23
189,14
170,172
186,187
63,191
45,173
89,30
109,21
112,105
16,35
133,95
128,55
82,173
163,29
195,71
191,141
171,123
81,90
83,105
73,98
65,131
73,113
97,193
143,133
13,160
38,107
78,50
175,163
117,134
20,138
127,103
43,58
158,67
160,133
158,89
126,41
52,165
106,16
40,12
158,75
155,82
180,41
156,67
146,195
145,163
138,29
59,84
20,78
137,94
177,25
49,185
195,53
26,46
42,121
129,127
39,63
100,67
136,122
111,73
66,194
100,146
48,124
37,103
159,95
132,46
82,90
60,25
175,55
53,67
160,154
62,65
52,152
53,39
92,83
48,88
99,106
87,116
157,162
42,15
82,108
68,190
165,104
100,54
86,68
192,73
60,109
40,55
55,49
197,91
38,140
164,143
180,103
20,160
11,105
154,155
59,141
91,10
19,58
91,87
101,13
81,18
141,187
80,100
133,154
85,104
194,34
159,99
33,171
150,154
12,95
51,169
148,198
55,117
117,186
158,186
152,116
171,105
149,34
46,104
11,29
100,65
194,84
32,13
194,35
10,188
134,130
35,128
161,154
43,155
58,164
105,174
148,10
73,51
37,88
63,60
101,29
75,42
42,174
191,197
118,28
186,23
163,54
91,100
145,12
54,53
134,120
65,68
59,148
45,17
115,136
169,180
90,46
113,96
65,79
49,177
191,62
158,39
68,192
70,99
47,174
143,27
148,132
97,67
169,51
68,50
121,176
139,61
192,32
176,44
87,31
115,175
18,16
171,172
152,41
106,81
155,93
32,137
133,178
89,41
194,91
162,183
39,44
192,180
56,97
33,169
115,44
123,169
24,116
131,39
51,19
192,145
116,190
91,173
170,101
127,19
108,90
143,25
138,189
13,75
44,100
142,157
195,22
42,152
174,104
177,29
173,10
52,67
142,91
194,32
32,103
66,113
14,175
121,20
146,107
136,48
151,81
25,44
19,182
179,175
37,103
102,61
91,174
173,155
54,60
197,122
183,133
144,38
33,142
62,165
150,168
159,42
29,20
31,80
18,41
84,113
93,195
134,139
19,103
80,105
39,153
116,138
151,70
156,191
45,182
32,28
196,145
121,174
137,113
68,156
190,157
151,30
38,102
190,161
133,167
54,17
69,170
87,88
82,175
119,84
113,185
186,85
68,111
61,92
149,158
200,125
101,120
15,68
200,66
104,166
33,40
195,41
190,100
91,59
76,126
33,160
174,146
93,171
193,92
124,113
187,147
79,121
194,100
143,178
179,150
91,194
108,43
183,139
130,76
66,83
179,141
79,138
187,74
181,65
34,78
153,17
16,43
128,22
53,164
151,125
58,49
137,109
177,94
16,91
22,46
172,123
36,176
40,157
145,36
157,174
118,115
21,177
128,182
141,196
17,135
20,99
133,84
68,200
147,172
55,172
149,97
38,118
148,29
151,152
71,99
11,117
85,133
155,30
68,24
62,10
116,136
178,117
30,42
30,120
57,127
32,176
95,200
37,116
167,168
23,90
115,97
133,132
49,199
135,114
157,193
88,133
92,36
158,58
156,112
195,192
48,56
163,115
86,176
183,153
106,83
81,190
116,193
70,112
40,69
147,193
124,182
45,55
182,61
134,12
124,65
76,149
94,152
78,60
121,159
124,18
192,196
97,49
104,128
45,48
78,70
52,174
73,119
151,79
94,119
178,28
122,15
84,172
133,160
32,171
180,32
130,10
165,141
194,66
152,18
11,82
111,16
20,48
198,63
65,26
192,186
93,35
88,90
160,127
35,119
71,68
136,127
53,149
16,25
94,100
100,68
154,50
161,126
179,66
163,119
188,95
45,160
98,156
200,81
153,107
18,120
34,41
68,96
30,174
95,100
144,159
51,68
17,183
52,64
38,186
169,30
43,178
96,138
96,192
166,17
110,143
135,58
81,115
12,165
200,178
27,49
46,52
127,65
182,166
101,16
86,80
69,32
37,129
12,32
62,137
133,158
27,63
97,176
64,197
116,22
130,10
158,134
142,84
133,83
196,125
91,46
153,171
197,86
173,183
95,173
34,120
42,34
158,195
91,27
121,182
11,76
134,35
33,198
32,59
94,64
132,36
98,194
22,194
23,99
142,107
200,141
189,58
175,146
36,91
146,90
175,27
111,136
129,14
12,85
123,49
160,102
195,84
190,114
100,155
52,105
15,31
35,15
57,120
123,187
60,51
147,70
114,103
23,72
45,199
124,41
97,148
24,190
22,90
176,39
31,142
36,58
101,46
112,12
41,10
47,168
200,167
10,67
35,183
193,116
141,199
199,186
25,58
112,73
80,28
91,65
100,15
159,135
129,172
55,173
197,168
61,18
83,69
110,138
132,64
125,181
99,177
95,54
106,167
149,120
188,143
187,178
109,158
70,194
78,74
168,17
128,78
176,161
160,83
25,190
194,79
163,156
34,130
112,80
131,30
166,141
79,114
168,105
104,145
117,13
122,164
95,134
85,76
135,92
73,184
193,177
74,138
58,96
73,89
123,118
180,114
132,138
90,59
167,165
150,89
151,38
195,28
139,173
98,53
66,98
139,196
121,124
17,70
191,50
31,101
191,64
104,64
155,64
90,105
55,21
136,94
88,116
167,75
23,95
195,157
94,138
93,171
168,15
164,29
142,128
38,37
44,57
108,92
156,84
184,181
42,58
52,191
127,166
65,155
89,60
190,174
199,110
181,57
168,155
71,50
115,196
186,134
29,64
100,29
124,67
98,138
162,15
33,190
158,118
178,20
88,48
86,155
147,63
200,137
113,103
135,142
135,124
65,29
25,86
26,32
94,52
11,125
93,21
199,141
146,154
69,149
41,42
20,60
163,72
187,75
181,47
179,15
143,151
36,19
113,100
38,173
30,100
54,69
138,196
10,190
122,151
76,109
179,24
182,136
168,112
81,67
149,46
144,67
118,118
152,18
100,165
118,179
173,81
65,195
86,102
80,190
141,129
196,13
154,199
66,160
59,33
155,136
138,73
73,107
97,129
68,96
118,25
47,10
75,109
175,159
144,26
92,161
36,151
10,165
49,40
70,25
69,144
57,188
169,186
105,173
39,84
46,29
192,135
55,178
14,40
29,38
78,195
114,173
132,56
10,147
141,31
120,74
47,117
125,135
100,72
71,25
158,156
21,23
161,199
113,172
44,125
84,75
112,176
18,182
121,85
43,105
84,195
181,185
183,152
154,111
97,44
158,154
197,25
50,178
54,34
184,185
159,88
86,195
148,42
139,170
175,121
73,32
146,103
66,82
12,135
16,45
167,70
46,51
61,153
158,154
22,74
63,146
24,48
181,142
132,132
109,150
131,102
31,34
69,37
61,175
200,162
154,139
198,169
113,142
109,145
127,174
104,125
74,75
62,48
190,98
50,118
129,178
117,106
111,69
78,199
111,92
166,109
149,146
63,84
169,167
28,176
111,119
23,168
85,158
10,173
40,120
65,106
173,46
85,83
124,165
46,170
85,26
188,118
169,150
30,102
192,186
137,70
148,36
129,174
96,53
108,67
130,111
169,104
130,156
169,101
25,104
189,120
69,181
141,90
156,32
49,50
176,79
15,84
26,168
69,156
56,145
131,57
76,96
100,144
181,193
135,151
110,82
39,188
172,147
70,88
34,33
139,168
26,37
179,73
44,78
69,61
13,180
140,16
93,28
84,171
136,83
40,162
54,170
79,197
12,197
92,133
146,31
24,198
54,192
185,171
172,121
50,138
59,95
199,175
63,109
115,36
66,40
199,152
83,196
190,78
58,109
152,107
42,171
86,66
197,40
48,116
73,59
169,36
144,168
12,78
142,103
133,100
66,80
163,36
155,171
91,89
23,69
116,67
129,126
74,156
92,24
73,194
168,168
192,137
144,116
11,120
69,110
174,145
55,91
175,84
180,81
143,18
64,71
55,172
197,108
145,116
140,72
137,132
28,161
61,50
91,86
43,47
49,161
174,136
13,199
171,42
114,150
105,196
160,113
57,58
164,64
161,121
127,39
51,171
101,199
28,109
115,112
197,158
182,38
163,75
20,122
43,191
98,176
162,108
53,174
66,195
69,27
107,152
167,122
63,197
199,159
74,128
160,89
50,16
123,41
192,79
146,123
58,170
171,141
15,126
122,82
117,10
52,189
38,89
21,51
165,82
153,83
165,104
184,110
141,126
38,38
79,116
54,39
129,115
134,142
90,16
10,130
51,166
142,102
124,42
92,65
176,65
22,55
134,77
100,121
175,48
38,147
185,191
129,97
183,191
84,89
148,17
27,47
122,97
71,148
120,117
96,52
166,155
76,126
129,134
107,56
157,65
133,13
112,155
135,63
156,53
122,97
51,159
184,200
143,72
70,173
152,122
73,96
173,64
101,89
55,196
15,95
153,172
34,68
95,99
30,134
43,94
42,155
176,154
22,83
154,160
101,12
25,159
106,96
180,199
69,35
184,190
138,141
138,55
61,138
64,23
107,184
102,64
10,183
101,84
21,87
196,77
78,14
88,177
155,67
168,167
56,110
13,110
118,49
174,177
147,54
61,170
47,128
147,173
49,179
54,182
123,80
159,73
190,126
64,82
168,130
119,161
184,26
128,155
143,184
139,110
136,60
155,181
92,154
111,83
24,73
13,48
166,175
55,47
78,167
75,170
131,43
120,88
90,87
176,46
187,78
159,112
166,72
32,178
93,11
117,54
37,27
135,75
184,83
99,75
175,19
101,163
70,61
138,194
36,154
37,118
185,100
65,31
174,18
104,178
84,125
118,159
98,164
156,157
91,118
84,27
174,130
57,10
10,166
160,108
66,80
58,137
26,48
117,81
58,159
159,138
129,126
195,157
189,85
140,136
194,154
18,56
118,183
107,101
105,119
135,90
98,167
50,131
58,15
156,178
24,122
178,108
20,170
63,175
11,181
60,40
109,85
102,33
93,106
106,172
41,75
13,28
51,60
70,63
133,116
17,125
63,147
80,178
106,109
94,31
189,120
180,142
74,152
93,137
136,28
124,161
75,125
54,172
35,119
191,98
130,52
138,57
71,86
171,191
76,128
57,180
179,101
197,133
108,141
95,136
101,34
114,36
53,139
112,183
114,24
122,26
197,189
182,151
159,13
33,129
193,36
143,87
114,67
149,146
180,192
62,74
142,131
106,68
82,174
168,126
69,194
90,95
53,196
170,13
38,81
189,177
166,39
104,124
135,123
80,120
65,34
33,156
105,60
52,176
194,47
36,105
191,186
181,92
176,186
14,74
15,12
86,41
39,31
79,112
16,145
18,143
74,183
176,18
91,154
89,166
108,175
29,119
124,69
39,39
20,92
145,71
150,152
53,158
76,125
19,21
197,42
127,161
64,93
177,195
28,79
183,46
101,93
185,161
33,160
117,40
191,133
80,123
87,141
114,103
21,108
167,167
57,10
170,105
145,118
178,100
36,164
32,15
22,53
160,174
48,194
84,27
191,24
49,196
46,193
117,157
103,89
84,176
50,107
66,178
141,47
141,156
113,51
113,148
46,178
76,55
104,151
200,84
189,16
77,23
187,107
100,173
80,122
183,97
91,173
142,145
135,200
102,67
91,15
158,110
97,148
100,185
125,77
63,164
112,49
55,127
130,74
93,127
174,71
101,169
127,53
101,192
123,107
179,114
73,55
181,167
158,86
31,160
69,178
43,159
16,101
175,78
180,160
10,188
14,96
166,39
191,123
169,60
47,62
56,73
28,72
79,28
109,56
79,162
74,27
44,82
130,122
176,107
85,128
106,158
20,112
59,174
50,198
16,37
148,118
111,80
70,18
115,41
151,21
72,109
34,194
163,39
127,52
37,80
58,199
200,10
36,51
158,46
54,132
181,65
47,131
100,163
27,142
35,106
160,60
22,164
61,62
40,85
58,73
144,74
162,129
146,18
20,63
121,187
47,64
171,115
82,95
165,170
125,55
10,93
189,75
88,18
53,129
108,189
81,119
80,40
200,185
195,137
30,161
169,139
140,82
53,181
38,148
79,99
172,149
34,147
117,120
197,167
138,112
157,131
52,98
16,197
12,40
11,140
53,94
174,146
196,51
91,134
81,143
138,61
26,89
118,188
166,113
22,143
151,53
181,28
140,151
124,147
108,60
166,186
16,85
182,173
38,74
38,37
145,141
178,35
89,150
16,43
32,13
97,85
38,123
124,140
29,102
73,115
11,177
179,90
101,83
143,162
56,35
49,183
73,124
198,149
66,82
49,87
46,143
26,53
185,155
200,109
120,127
98,107
27,76
80,69
117,52
137,179
200,44
29,36
160,196
59,167
147,189
78,55
55,46
77,88
116,22
116,58
61,187
36,102
87,17
54,24
152,181
97,141
172,92
138,146
19,40
197,61
68,81
64,32
12,85
75,148
147,127
103,72
173,53
177,117
39,110
198,110
43,14
101,191
140,196
37,73
166,150
46,181
112,71
163,84
32,60
80,178
130,12
28,77
174,151
43,103
153,27
176,86
81,146
118,135
158,127
128,25
46,39
158,127
100,157
183,114
100,83
169,128
111,99
29,173
121,87
116,199
56,190
199,105
11,57
116,40
184,186
131,52
115,83
199,173
106,109
108,60
149,161
55,156
153,126
116,67
138,179
55,93
106,39
141,187
191,116
84,186
197,179
145,125
61,109
151,94
44,175
125,59
82,99
21,194
158,103
183,168
166,60
198,18
183,69
181,194
173,27
38,108
124,10
174,108
21,95
29,84
186,63
166,187
92,167
193,172
142,49
160,100
152,130
82,23
39,13
169,174
137,180
143,12
164,12
42,112
20,69
88,104
70,195
141,98
98,16
194,152
158,111
131,163
173,35
40,110
161,166
130,141
190,158
134,38
166,22
181,151
53,124
175,89
116,99
71,100
164,165
157,167
48,63
56,130
51,171
196,99
141,138
61,126
27,21
96,191
38,71
198,22
41,149
197,35
11,74
100,67
86,123
198,192
59,156
178,147
107,177
58,145
53,164
15,88
124,120
149,84
189,37
74,126
174,65
23,92
178,130
192,164
196,171
36,198
165,55
152,17
191,70
55,163
102,118
166,138
159,84
27,89
139,51
122,176
175,168
14,79
103,100
136,35
175,147
158,133
78,83
71,65
18,103
93,197
136,14
115,67
58,182
99,187
97,52
162,141
133,26
158,94
90,134
139,135
20,163
159,11
198,100
155,55
18,136
152,152
54,130
90,194
132,127
111,75
152,146
93,158
104,131
164,93
107,45
99,144
146,17
156,155
74,84
16,123
40,11
38,176
73,115
137,86
72,157
88,174
127,121
14,83
129,154
151,192
86,111
148,104
19,123
50,110
164,190
158,86
130,60
182,136
153,200
175,176
87,63
91,37
66,40
